,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Luguentz Dort,29:03,3.0,7.0,42.9,2.0,3.0,66.7,6.0,6.0,100.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,4.0,14.0,11.0,01/03/2024,Atlanta Hawks,24.5,OKC @ BKN
Jalen Williams,34:37,9.0,12.0,75.0,1.0,1.0,100.0,2.0,5.0,40.0,1.0,2.0,3.0,6.0,4.0,0.0,2.0,4.0,21.0,3.0,01/03/2024,Atlanta Hawks,41.25,OKC @ BKN
Chet Holmgren,24:34,5.0,9.0,55.6,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,1.0,12.0,-1.0,01/03/2024,Atlanta Hawks,16.25,OKC @ BKN
Josh Giddey,22:22,3.0,7.0,42.9,2.0,3.0,66.7,1.0,2.0,50.0,2.0,1.0,3.0,4.0,1.0,0.0,2.0,1.0,9.0,1.0,01/03/2024,Atlanta Hawks,20.75,OKC @ BKN
Shai Gilgeous-Alexander,35:24,11.0,24.0,45.8,2.0,3.0,66.7,9.0,11.0,81.8,1.0,12.0,13.0,8.0,0.0,0.0,2.0,2.0,33.0,2.0,01/03/2024,Atlanta Hawks,61.25,OKC @ BKN
Jaylin Williams,15:01,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,4.0,3.0,-10.0,01/03/2024,Atlanta Hawks,14.25,OKC @ BKN
Cason Wallace,19:54,5.0,9.0,55.6,3.0,7.0,42.9,2.0,2.0,100.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,15.0,-16.0,01/03/2024,Atlanta Hawks,22.75,OKC @ BKN
Isaiah Joe,17:42,4.0,8.0,50.0,1.0,5.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,9.0,-3.0,01/03/2024,Atlanta Hawks,13.25,OKC @ BKN
Lindy Waters III,20:09,3.0,6.0,50.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,9.0,5.0,01/03/2024,Atlanta Hawks,15.25,OKC @ BKN
Aaron Wiggins,21:14,6.0,7.0,85.7,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,13.0,-7.0,01/03/2024,Atlanta Hawks,24.25,OKC @ BKN
