,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Luguentz Dort,28:30,5.0,8.0,62.5,2.0,5.0,40.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,12.0,-5.0,01/05/2024,Brooklyn Nets,28.0,OKC @ BKN
Jalen Williams,35:37,8.0,11.0,72.7,2.0,4.0,50.0,2.0,3.0,66.7,0.0,5.0,5.0,5.0,0.0,1.0,3.0,3.0,20.0,3.0,01/05/2024,Brooklyn Nets,35.25,OKC @ BKN
Chet Holmgren,34:59,8.0,15.0,53.3,0.0,4.0,0.0,1.0,2.0,50.0,3.0,3.0,6.0,3.0,1.0,1.0,1.0,3.0,17.0,-3.0,01/05/2024,Brooklyn Nets,32.5,OKC @ BKN
Josh Giddey,23:36,5.0,9.0,55.6,0.0,1.0,0.0,3.0,4.0,75.0,0.0,8.0,8.0,5.0,1.0,1.0,2.0,3.0,13.0,-7.0,01/05/2024,Brooklyn Nets,33.5,OKC @ BKN
Shai Gilgeous-Alexander,35:44,11.0,19.0,57.9,2.0,5.0,40.0,10.0,15.0,66.7,1.0,8.0,9.0,6.0,0.0,0.0,2.0,5.0,34.0,-10.0,01/05/2024,Brooklyn Nets,54.25,OKC @ BKN
Kenrich Williams,11:31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,-12.0,01/05/2024,Brooklyn Nets,3.25,OKC @ BKN
Cason Wallace,23:27,3.0,7.0,42.9,2.0,4.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,-5.0,01/05/2024,Brooklyn Nets,13.5,OKC @ BKN
Isaiah Joe,19:52,1.0,5.0,20.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,01/05/2024,Brooklyn Nets,7.75,OKC @ BKN
Jaylin Williams,2:08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0,01/05/2024,Brooklyn Nets,0.0,OKC @ BKN
Lindy Waters III,3:33,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,01/05/2024,Brooklyn Nets,0.0,OKC @ BKN
Davis Bertans,0:52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/05/2024,Brooklyn Nets,0.0,OKC @ BKN
Vasilije Micic,12:16,3.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,6.0,1.0,01/05/2024,Brooklyn Nets,14.5,OKC @ BKN
Aaron Wiggins,7:55,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,-3.0,01/05/2024,Brooklyn Nets,5.0,OKC @ BKN
