,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Isaac Okoro,39:01,3.0,11.0,27.3,0.0,2.0,0.0,2.0,2.0,100.0,4.0,2.0,6.0,2.0,1.0,0.0,2.0,3.0,8.0,-9.0,11/17/2021,Brooklyn Nets,19.5
Dean Wade,37:37,3.0,8.0,37.5,2.0,6.0,33.3,3.0,4.0,75.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,3.0,11.0,4.0,11/17/2021,Brooklyn Nets,25.25
Ed Davis,23:38,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,0.0,1.0,1.0,0.0,3.0,6.0,-6.0,11/17/2021,Brooklyn Nets,23.75
Ricky Rubio,33:15,8.0,17.0,47.1,3.0,10.0,30.0,6.0,6.0,100.0,0.0,4.0,4.0,5.0,0.0,0.0,5.0,2.0,25.0,-4.0,11/17/2021,Brooklyn Nets,36.5
Darius Garland,40:04,10.0,26.0,38.5,3.0,13.0,23.1,1.0,1.0,100.0,1.0,4.0,5.0,6.0,3.0,0.0,3.0,0.0,24.0,-11.0,11/17/2021,Brooklyn Nets,45.25
Kevin Love,21:26,4.0,10.0,40.0,1.0,5.0,20.0,2.0,2.0,100.0,1.0,8.0,9.0,2.0,0.0,0.0,2.0,1.0,11.0,-5.0,11/17/2021,Brooklyn Nets,24.75
Denzel Valentine,10:33,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,-6.0,11/17/2021,Brooklyn Nets,7.5
Cedi Osman,19:16,3.0,8.0,37.5,2.0,6.0,33.3,3.0,4.0,75.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,11.0,0.0,11/17/2021,Brooklyn Nets,20.5
Tacko Fall,2:56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11/17/2021,Brooklyn Nets,1.0
Dylan Windler,12:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,-14.0,11/17/2021,Brooklyn Nets,6.5
