,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Lamar Stevens,18:33,4.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,8.0,-10.0,03/16/2022,Philadelphia 76ers,16.0
Lauri Markkanen,33:11,4.0,9.0,44.4,2.0,6.0,33.3,3.0,4.0,75.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,13.0,-4.0,03/16/2022,Philadelphia 76ers,26.0
Evan Mobley,31:03,5.0,7.0,71.4,0.0,1.0,0.0,3.0,3.0,100.0,1.0,8.0,9.0,3.0,0.0,1.0,3.0,5.0,13.0,-6.0,03/16/2022,Philadelphia 76ers,29.25
Isaac Okoro,41:27,5.0,9.0,55.6,3.0,5.0,60.0,4.0,4.0,100.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,3.0,17.0,-17.0,03/16/2022,Philadelphia 76ers,26.25
Darius Garland,37:35,5.0,15.0,33.3,1.0,4.0,25.0,11.0,12.0,91.7,2.0,3.0,5.0,7.0,1.0,0.0,2.0,0.0,22.0,-12.0,03/16/2022,Philadelphia 76ers,40.25
Dylan Windler,10:45,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,03/16/2022,Philadelphia 76ers,5.5
Kevin Love,17:10,4.0,10.0,40.0,2.0,7.0,28.6,0.0,0.0,0.0,2.0,5.0,7.0,0.0,1.0,0.0,1.0,2.0,10.0,0.0,03/16/2022,Philadelphia 76ers,21.25
Moses Brown,11:06,4.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,8.0,5.0,03/16/2022,Philadelphia 76ers,16.5
Caris LeVert,25:15,6.0,15.0,40.0,0.0,3.0,0.0,3.0,4.0,75.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,1.0,15.0,10.0,03/16/2022,Philadelphia 76ers,27.75
Brandon Goodwin,13:55,2.0,2.0,100.0,1.0,1.0,100.0,3.0,5.0,60.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,8.0,4.0,03/16/2022,Philadelphia 76ers,17.5
