,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Lauri Markkanen,18:58,5.0,10.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,12.0,13.0,12/15/2021,Houston Rockets,16.5
Dean Wade,34:28,6.0,8.0,75.0,3.0,5.0,60.0,1.0,2.0,50.0,0.0,10.0,10.0,1.0,0.0,0.0,1.0,2.0,16.0,20.0,12/15/2021,Houston Rockets,31.0
Jarrett Allen,18:09,3.0,8.0,37.5,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,9.0,4.0,0.0,2.0,3.0,3.0,6.0,16.0,12/15/2021,Houston Rockets,25.75
Isaac Okoro,21:34,7.0,9.0,77.8,3.0,3.0,100.0,3.0,4.0,75.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,20.0,21.0,12/15/2021,Houston Rockets,26.75
Darius Garland,25:15,7.0,11.0,63.6,3.0,6.0,50.0,4.0,4.0,100.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,21.0,30.0,12/15/2021,Houston Rockets,29.0
Kevin Love,15:20,4.0,6.0,66.7,3.0,5.0,60.0,4.0,4.0,100.0,0.0,6.0,6.0,0.0,0.0,1.0,2.0,2.0,15.0,24.0,12/15/2021,Houston Rockets,25.0
Ricky Rubio,21:18,2.0,6.0,33.3,0.0,3.0,0.0,3.0,3.0,100.0,0.0,2.0,2.0,12.0,4.0,0.0,2.0,1.0,7.0,30.0,12/15/2021,Houston Rockets,34.5
Ed Davis,19:05,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,4.0,11.0,12/15/2021,Houston Rockets,11.75
Cedi Osman,18:01,3.0,8.0,37.5,1.0,5.0,20.0,1.0,4.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,8.0,10.0,12/15/2021,Houston Rockets,11.75
Lamar Stevens,20:52,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,-2.0,12/15/2021,Houston Rockets,13.25
Kevin Pangos,12:00,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,12/15/2021,Houston Rockets,3.5
Dylan Windler,7:30,2.0,5.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,12/15/2021,Houston Rockets,6.75
Denzel Valentine,7:30,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,12/15/2021,Houston Rockets,6.0
