,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Royce O'Neale,38:06,1.0,9.0,11.1,1.0,5.0,20.0,3.0,4.0,75.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,3.0,6.0,2.0,11/05/2022,Charlotte Hornets,19.0
Kevin Durant,37:20,10.0,20.0,50.0,1.0,4.0,25.0,6.0,6.0,100.0,0.0,8.0,8.0,2.0,0.0,3.0,3.0,2.0,27.0,13.0,11/05/2022,Charlotte Hornets,45.0
Nic Claxton,25:26,5.0,7.0,71.4,0.0,0.0,0.0,1.0,1.0,100.0,3.0,6.0,9.0,3.0,3.0,4.0,3.0,4.0,11.0,-8.0,11/05/2022,Charlotte Hornets,39.25
Joe Harris,30:40,2.0,10.0,20.0,1.0,8.0,12.5,0.0,0.0,0.0,4.0,3.0,7.0,2.0,0.0,0.0,0.0,2.0,5.0,9.0,11/05/2022,Charlotte Hornets,17.25
Edmond Sumner,17:50,2.0,6.0,33.3,2.0,3.0,66.7,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,6.0,-9.0,11/05/2022,Charlotte Hornets,16.5
Seth Curry,14:52,1.0,4.0,25.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,11/05/2022,Charlotte Hornets,3.0
Cam Thomas,28:47,5.0,11.0,45.5,1.0,2.0,50.0,10.0,11.0,90.9,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,21.0,13.0,11/05/2022,Charlotte Hornets,36.0
Yuta Watanabe,23:11,3.0,6.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,8.0,10.0,11/05/2022,Charlotte Hornets,23.25
Patty Mills,13:11,4.0,6.0,66.7,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,11.0,-9.0,11/05/2022,Charlotte Hornets,15.0
David Duke Jr.,4:08,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11/05/2022,Charlotte Hornets,2.0
Markieff Morris,6:29,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,-6.0,11/05/2022,Charlotte Hornets,4.0
