,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Kevin Durant,39:01,14.0,20.0,70.0,1.0,3.0,33.3,8.0,9.0,88.9,1.0,4.0,5.0,4.0,0.0,0.0,1.0,4.0,37.0,-10.0,10/24/2022,Memphis Grizzlies,49.25
Royce O'Neale,35:43,3.0,12.0,25.0,2.0,7.0,28.6,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,2.0,0.0,3.0,8.0,-9.0,10/24/2022,Memphis Grizzlies,24.75
Nic Claxton,33:06,7.0,10.0,70.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,5.0,7.0,0.0,0.0,2.0,0.0,4.0,16.0,-2.0,10/24/2022,Memphis Grizzlies,28.75
Kyrie Irving,38:43,14.0,24.0,58.3,2.0,6.0,33.3,7.0,8.0,87.5,2.0,6.0,8.0,5.0,2.0,2.0,3.0,3.0,37.0,-9.0,10/24/2022,Memphis Grizzlies,62.0
Ben Simmons,28:07,2.0,5.0,40.0,0.0,1.0,0.0,3.0,5.0,60.0,0.0,3.0,3.0,8.0,1.0,0.0,5.0,6.0,7.0,-16.0,10/24/2022,Memphis Grizzlies,22.25
Patty Mills,19:14,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,-7.0,10/24/2022,Memphis Grizzlies,11.25
Day'Ron Sharpe,14:31,2.0,2.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,5.0,5.0,-8.0,10/24/2022,Memphis Grizzlies,9.75
Joe Harris,22:32,3.0,9.0,33.3,2.0,7.0,28.6,0.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,1.0,0.0,4.0,8.0,12.0,10/24/2022,Memphis Grizzlies,20.25
Yuta Watanabe,6:06,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10/24/2022,Memphis Grizzlies,0.0
Edmond Sumner,2:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,10/24/2022,Memphis Grizzlies,1.0
