,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Kevin Durant,46:39,13.0,31.0,41.9,3.0,11.0,27.3,10.0,11.0,90.9,1.0,6.0,7.0,9.0,1.0,0.0,4.0,4.0,39.0,-6.0,04/25/2022,62.75
Bruce Brown,23:59,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,-7.0,04/25/2022,7.0
Andre Drummond,3:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-3.0,04/25/2022,0.75
Seth Curry,37:40,9.0,13.0,69.2,5.0,9.0,55.6,0.0,1.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,3.0,23.0,-1.0,04/25/2022,37.5
Kyrie Irving,44:46,6.0,13.0,46.2,2.0,3.0,66.7,6.0,6.0,100.0,1.0,4.0,5.0,5.0,0.0,2.0,2.0,1.0,20.0,-3.0,04/25/2022,37.75
Patty Mills,18:57,2.0,6.0,33.3,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,-9.0,04/25/2022,8.0
Nic Claxton,23:08,6.0,6.0,100.0,0.0,0.0,0.0,1.0,11.0,9.1,2.0,4.0,6.0,2.0,2.0,3.0,0.0,2.0,13.0,-7.0,04/25/2022,33.5
Goran Dragic,23:40,4.0,6.0,66.7,2.0,4.0,50.0,0.0,0.0,0.0,3.0,5.0,8.0,4.0,1.0,0.0,2.0,5.0,10.0,6.0,04/25/2022,28.0
Blake Griffin,17:35,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,10.0,04/25/2022,11.75
