IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 5.1,7,3,2,0,2,1,3.58,23,77,51,37,5,9,6,15,6,0,46,,,-0.050, 0.90,-0.01%, 0.14, 0.3,93° F, Wind 6mph from Left to Right, Sunny, No Precipitation.
 0.2,0,0,0,1,2,0,2.39,4,14,7,2,3,2,1,0,0,0,,2,1,-0.039, 2.06,-0.00%, 0.32, -0.0,93° F, Wind 6mph from Left to Right, Sunny, No Precipitation.
 2 ,2,0,0,0,0,0,3.55,7,25,13,9,1,3,2,5,4,0,,0,0,0.043, 0.40, 0.00%, 0.06, 1.1,93° F, Wind 6mph from Left to Right, Sunny, No Precipitation.
