IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 6 ,5,3,3,1,4,0,4.19,24,79,51,35,8,8,7,11,4,0,53,,,0.036, 1.01, 0.00%, 0.10, 0.3,84° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
 1 ,1,0,0,0,1,0,2.30,4,12,8,5,2,1,0,3,1,0,,0,0,0.039, 0.91, 0.00%, 0.10, 0.5,84° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
 0.1,2,2,2,1,1,0,3.48,4,13,7,4,2,1,0,2,2,0,,0,0,-0.125, 1.77,-0.01%, 0.18, -1.7,84° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
 0.2,0,0,0,0,1,0,1.89,3,13,7,2,1,4,0,1,1,0,,2,1,0.093, 2.53, 0.01%, 0.27, 0.2,84° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
 1 ,1,0,0,0,1,0,2.59,4,17,12,7,4,1,2,1,1,0,,0,0,0.101, 1.94, 0.01%, 0.20, 0.5,84° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
