,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
Tarik Skubal, 6 ,3,2,0,3,2,0,3.67,23,98,55,37,3,15,5,13,5,0,61,,,0.064, 1.12, 0.00%, 0.02, 1.0,73° F, Wind 6mph in from Centerfield, Overcast, Rain.
Joe Jimenez, 0.2,2,1,0,0,3,0,3.08,5,16,13,5,3,5,1,1,1,0,,0,0,-0.196, 2.44,-0.00%, 0.04, -1.0,73° F, Wind 6mph in from Centerfield, Overcast, Rain.
Andrew Chafin, 1.1,0,0,0,1,2,0,2.53,5,21,14,8,3,3,1,1,0,0,,2,0,0.108, 1.28, 0.00%, 0.02, 1.0,73° F, Wind 6mph in from Centerfield, Overcast, Rain.
"Michael Fulmer, W (3-4)", 1 ,0,0,0,0,0,0,2.84,3,8,5,4,0,1,1,2,0,0,,0,0,0.038, 0.50, 0.00%, 0.01, 0.5,73° F, Wind 6mph in from Centerfield, Overcast, Rain.
