,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
De'Andre Hunter,37:11,4.0,10.0,40.0,1.0,4.0,25.0,6.0,8.0,75.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,15.0,-7.0,03/07/2022,Detroit Pistons,22.5
John Collins,31:47,7.0,13.0,53.8,2.0,5.0,40.0,1.0,2.0,50.0,2.0,9.0,11.0,2.0,0.0,0.0,2.0,4.0,17.0,4.0,03/07/2022,Detroit Pistons,33.75
Clint Capela,32:46,4.0,6.0,66.7,0.0,0.0,0.0,1.0,2.0,50.0,5.0,7.0,12.0,1.0,0.0,2.0,0.0,2.0,9.0,2.0,03/07/2022,Detroit Pistons,29.5
Bogdan Bogdanovic,39:14,8.0,19.0,42.1,2.0,11.0,18.2,4.0,4.0,100.0,1.0,4.0,5.0,6.0,0.0,2.0,1.0,6.0,22.0,4.0,03/07/2022,Detroit Pistons,41.75
Trae Young,38:55,5.0,20.0,25.0,2.0,7.0,28.6,2.0,4.0,50.0,2.0,2.0,4.0,12.0,0.0,0.0,5.0,2.0,14.0,-7.0,03/07/2022,Detroit Pistons,35.5
Delon Wright,26:33,2.0,5.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,2.0,0.0,1.0,0.0,4.0,-5.0,03/07/2022,Detroit Pistons,21.25
Danilo Gallinari,21:26,5.0,9.0,55.6,3.0,6.0,50.0,1.0,2.0,50.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,14.0,-3.0,03/07/2022,Detroit Pistons,20.0
Lou Williams,16:57,6.0,8.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,13.0,-1.0,03/07/2022,Detroit Pistons,16.25
Onyeka Okongwu,19:27,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,-4.0,03/07/2022,Detroit Pistons,8.5
Timothe Luwawu-Cabarrot,0:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,03/07/2022,Detroit Pistons,0.0
