,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Timothe Luwawu-Cabarrot,12:55,1.0,4.0,25.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,4.0,-4.0,01/12/2022,Miami Heat,10.5
John Collins,32:42,6.0,9.0,66.7,3.0,4.0,75.0,1.0,2.0,50.0,1.0,10.0,11.0,2.0,1.0,0.0,4.0,4.0,16.0,-20.0,01/12/2022,Miami Heat,34.25
Onyeka Okongwu,24:14,3.0,3.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,7.0,1.0,1.0,1.0,0.0,3.0,6.0,-7.0,01/12/2022,Miami Heat,20.25
Bogdan Bogdanovic,31:37,6.0,14.0,42.9,3.0,11.0,27.3,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,15.0,-15.0,01/12/2022,Miami Heat,29.25
Trae Young,32:11,4.0,15.0,26.7,1.0,6.0,16.7,6.0,7.0,85.7,0.0,3.0,3.0,5.0,1.0,0.0,4.0,0.0,15.0,-15.0,01/12/2022,Miami Heat,26.75
Danilo Gallinari,26:25,3.0,7.0,42.9,1.0,4.0,25.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,7.0,-4.0,01/12/2022,Miami Heat,12.75
Delon Wright,15:49,1.0,5.0,20.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,-9.0,01/12/2022,Miami Heat,9.75
Kevin Huerter,32:45,2.0,9.0,22.2,0.0,5.0,0.0,3.0,4.0,75.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,2.0,7.0,-17.0,01/12/2022,Miami Heat,17.25
De'Andre Hunter,24:22,4.0,11.0,36.4,3.0,4.0,75.0,4.0,4.0,100.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,-20.0,01/12/2022,Miami Heat,21.75
Gorgui Dieng,2:20,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,01/12/2022,Miami Heat,4.75
Sharife Cooper,2:20,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,01/12/2022,Miami Heat,0.0
Skylar Mays,2:20,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,01/12/2022,Miami Heat,1.5
