,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
De'Andre Hunter,36:46,5.0,10.0,50.0,3.0,4.0,75.0,2.0,2.0,100.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,15.0,-1.0,03/13/2022,Indiana Pacers,20.25
Danilo Gallinari,27:47,6.0,10.0,60.0,1.0,3.0,33.3,2.0,2.0,100.0,1.0,4.0,5.0,5.0,0.0,0.0,1.0,1.0,15.0,7.0,03/13/2022,Indiana Pacers,28.75
Clint Capela,21:38,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,3.0,3.0,1.0,0.0,5.0,10.0,-9.0,03/13/2022,Indiana Pacers,30.0
Kevin Huerter,34:45,5.0,11.0,45.5,4.0,9.0,44.4,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,3.0,4.0,14.0,-2.0,03/13/2022,Indiana Pacers,23.75
Trae Young,35:27,13.0,20.0,65.0,7.0,10.0,70.0,14.0,14.0,100.0,0.0,3.0,3.0,5.0,2.0,0.0,4.0,3.0,47.0,2.0,03/13/2022,Indiana Pacers,63.75
Bogdan Bogdanovic,31:14,4.0,12.0,33.3,2.0,9.0,22.2,3.0,3.0,100.0,0.0,4.0,4.0,6.0,1.0,1.0,2.0,1.0,13.0,8.0,03/13/2022,Indiana Pacers,31.0
Onyeka Okongwu,25:34,6.0,11.0,54.5,0.0,0.0,0.0,1.0,3.0,33.3,7.0,2.0,9.0,2.0,0.0,1.0,0.0,3.0,13.0,5.0,03/13/2022,Indiana Pacers,29.25
Delon Wright,13:19,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,03/13/2022,Indiana Pacers,7.0
Lou Williams,13:19,1.0,4.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,03/13/2022,Indiana Pacers,9.75
Timothe Luwawu-Cabarrot,0:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,03/13/2022,Indiana Pacers,0.0
