,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
De'Andre Hunter,24:45,2.0,7.0,28.6,1.0,3.0,33.3,3.0,4.0,75.0,0.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,8.0,14.0,02/08/2022,Indiana Pacers,17.25
John Collins,20:43,9.0,14.0,64.3,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,4.0,20.0,20.0,02/08/2022,Indiana Pacers,28.25
Clint Capela,21:08,3.0,4.0,75.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,9.0,12.0,3.0,3.0,0.0,0.0,2.0,6.0,16.0,02/08/2022,Indiana Pacers,31.5
Kevin Huerter,31:13,5.0,9.0,55.6,2.0,5.0,40.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,1.0,2.0,4.0,12.0,25.0,02/08/2022,Indiana Pacers,25.0
Trae Young,29:31,13.0,20.0,65.0,6.0,9.0,66.7,2.0,2.0,100.0,0.0,1.0,1.0,11.0,0.0,1.0,5.0,2.0,34.0,23.0,02/08/2022,Indiana Pacers,54.25
Danilo Gallinari,23:11,2.0,2.0,100.0,0.0,0.0,0.0,5.0,6.0,83.3,1.0,4.0,5.0,3.0,2.0,1.0,0.0,1.0,9.0,9.0,02/08/2022,Indiana Pacers,25.75
Bogdan Bogdanovic,20:51,5.0,11.0,45.5,3.0,6.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,13.0,4.0,02/08/2022,Indiana Pacers,20.0
Delon Wright,24:25,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,4.0,7.0,02/08/2022,Indiana Pacers,18.75
Onyeka Okongwu,16:38,6.0,6.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,14.0,7.0,02/08/2022,Indiana Pacers,22.75
Timothe Luwawu-Cabarrot,6:50,1.0,5.0,20.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,-5.0,02/08/2022,Indiana Pacers,9.0
Kevin Knox II,6:50,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,-5.0,02/08/2022,Indiana Pacers,4.75
Gorgui Dieng,7:30,3.0,4.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,8.0,-5.0,02/08/2022,Indiana Pacers,15.5
Skylar Mays,6:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,02/08/2022,Indiana Pacers,-0.5
