,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Jimmy Butler,32:29,11.0,18.0,61.1,1.0,3.0,33.3,6.0,8.0,75.0,5.0,1.0,6.0,3.0,1.0,0.0,3.0,3.0,29.0,-20.0,05/19/2022,42.0
P.J. Tucker,21:42,2.0,6.0,33.3,1.0,1.0,100.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,5.0,-10.0,05/19/2022,11.0
Bam Adebayo,28:43,3.0,6.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,9.0,2.0,0.0,0.0,1.0,3.0,6.0,-5.0,05/19/2022,19.75
Max Strus,25:52,2.0,7.0,28.6,2.0,7.0,28.6,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,6.0,-5.0,05/19/2022,19.75
Gabe Vincent,24:15,5.0,10.0,50.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,14.0,-3.0,05/19/2022,23.25
Dewayne Dedmon,12:59,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,-27.0,05/19/2022,6.0
Tyler Herro,23:40,5.0,11.0,45.5,0.0,3.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,11.0,-33.0,05/19/2022,17.75
Victor Oladipo,26:18,2.0,8.0,25.0,1.0,5.0,20.0,9.0,10.0,90.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,14.0,-15.0,05/19/2022,17.75
Caleb Martin,17:39,3.0,8.0,37.5,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,-13.0,05/19/2022,10.0
Duncan Robinson,14:19,3.0,7.0,42.9,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.0,1.0,0.0,0.0,6.0,-6.0,05/19/2022,20.75
Omer Yurtseven,6:18,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,05/19/2022,8.75
Haywood Highsmith,5:46,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,05/19/2022,1.25
