,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jimmy Butler,34:35,9.0,15.0,60.0,2.0,4.0,50.0,3.0,4.0,75.0,3.0,6.0,9.0,6.0,1.0,0.0,2.0,2.0,23.0,36.0,05/10/2022,Philadelphia 76ers,45.25
P.J. Tucker,30:37,4.0,6.0,66.7,2.0,2.0,100.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,1.0,1.0,0.0,0.0,10.0,16.0,05/10/2022,Philadelphia 76ers,30.5
Bam Adebayo,27:37,4.0,7.0,57.1,0.0,0.0,0.0,4.0,7.0,57.1,1.0,5.0,6.0,0.0,1.0,2.0,0.0,1.0,12.0,22.0,05/10/2022,Philadelphia 76ers,25.5
Max Strus,27:32,7.0,13.0,53.8,4.0,10.0,40.0,1.0,2.0,50.0,1.0,9.0,10.0,1.0,0.0,0.0,1.0,1.0,19.0,30.0,05/10/2022,Philadelphia 76ers,34.5
Gabe Vincent,27:40,5.0,7.0,71.4,1.0,3.0,33.3,4.0,4.0,100.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,15.0,20.0,05/10/2022,Philadelphia 76ers,26.75
Tyler Herro,21:50,4.0,8.0,50.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,10.0,16.0,05/10/2022,Philadelphia 76ers,16.0
Dewayne Dedmon,12:16,1.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,7.0,05/10/2022,Philadelphia 76ers,6.5
Duncan Robinson,13:30,1.0,3.0,33.3,1.0,3.0,33.3,1.0,2.0,50.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,05/10/2022,Philadelphia 76ers,8.0
Victor Oladipo,18:21,5.0,10.0,50.0,1.0,4.0,25.0,2.0,2.0,100.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,13.0,11.0,05/10/2022,Philadelphia 76ers,24.25
Caleb Martin,11:25,1.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,05/10/2022,Philadelphia 76ers,8.5
Omer Yurtseven,8:07,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,05/10/2022,Philadelphia 76ers,7.25
Haywood Highsmith,6:30,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,05/10/2022,Philadelphia 76ers,8.5
