,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jimmy Butler,19:29,3.0,8.0,37.5,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,8.0,13.0,05/21/2022,Boston Celtics,18.75
P.J. Tucker,37:48,5.0,10.0,50.0,3.0,6.0,50.0,4.0,4.0,100.0,2.0,5.0,7.0,1.0,3.0,1.0,1.0,3.0,17.0,6.0,05/21/2022,Boston Celtics,36.25
Bam Adebayo,41:30,15.0,22.0,68.2,0.0,1.0,0.0,1.0,1.0,100.0,2.0,8.0,10.0,6.0,4.0,1.0,1.0,3.0,31.0,17.0,05/21/2022,Boston Celtics,62.0
Max Strus,34:09,6.0,12.0,50.0,4.0,7.0,57.1,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,5.0,16.0,-1.0,05/21/2022,Boston Celtics,27.5
Kyle Lowry,29:01,4.0,11.0,36.4,2.0,7.0,28.6,1.0,1.0,100.0,0.0,1.0,1.0,6.0,4.0,0.0,2.0,2.0,11.0,10.0,05/21/2022,Boston Celtics,29.25
Gabe Vincent,19:26,1.0,4.0,25.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,-2.0,05/21/2022,Boston Celtics,9.25
Dewayne Dedmon,3:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,-7.0,05/21/2022,Boston Celtics,2.5
Tyler Herro,20:13,4.0,15.0,26.7,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,8.0,2.0,05/21/2022,Boston Celtics,15.0
Caleb Martin,10:16,3.0,4.0,75.0,1.0,2.0,50.0,1.0,1.0,100.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,-5.0,05/21/2022,Boston Celtics,13.75
Duncan Robinson,4:16,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,05/21/2022,Boston Celtics,3.25
Victor Oladipo,20:25,1.0,4.0,25.0,0.0,1.0,0.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,5.0,-5.0,05/21/2022,Boston Celtics,14.5
