,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Jimmy Butler,40:36,8.0,20.0,40.0,1.0,5.0,20.0,3.0,3.0,100.0,4.0,6.0,10.0,8.0,2.0,1.0,2.0,0.0,20.0,-1.0,04/22/2022,50.0
P.J. Tucker,33:04,4.0,6.0,66.7,1.0,3.0,33.3,2.0,2.0,100.0,3.0,4.0,7.0,4.0,0.0,0.0,0.0,4.0,11.0,13.0,04/22/2022,26.25
Bam Adebayo,34:59,5.0,9.0,55.6,0.0,0.0,0.0,3.0,3.0,100.0,2.0,9.0,11.0,5.0,3.0,0.0,3.0,2.0,13.0,11.0,04/22/2022,38.75
Max Strus,29:04,7.0,13.0,53.8,5.0,10.0,50.0,1.0,3.0,33.3,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,20.0,14.0,04/22/2022,24.75
Kyle Lowry,22:51,2.0,7.0,28.6,2.0,6.0,33.3,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,3.0,6.0,18.0,04/22/2022,19.5
Tyler Herro,33:31,10.0,22.0,45.5,4.0,11.0,36.4,0.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,1.0,3.0,3.0,24.0,-21.0,04/22/2022,41.25
Gabe Vincent,17:41,1.0,6.0,16.7,0.0,5.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,3.0,-15.0,04/22/2022,9.25
Duncan Robinson,14:24,1.0,4.0,25.0,1.0,4.0,25.0,3.0,3.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,6.0,-8.0,04/22/2022,8.0
Dewayne Dedmon,13:01,3.0,6.0,50.0,0.0,1.0,0.0,1.0,2.0,50.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,7.0,-12.0,04/22/2022,11.5
Caleb Martin,0:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,04/22/2022,0.0
