,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jimmy Butler,38:13,12.0,22.0,54.5,1.0,5.0,20.0,8.0,10.0,80.0,3.0,7.0,10.0,2.0,2.0,0.0,3.0,2.0,33.0,-4.0,05/06/2022,Philadelphia 76ers,51.5
P.J. Tucker,34:32,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,1.0,2.0,0.0,1.0,3.0,4.0,-14.0,05/06/2022,Philadelphia 76ers,19.0
Bam Adebayo,33:36,2.0,9.0,22.2,0.0,0.0,0.0,5.0,8.0,62.5,0.0,3.0,3.0,1.0,2.0,0.0,3.0,5.0,9.0,-22.0,05/06/2022,Philadelphia 76ers,16.75
Max Strus,27:04,3.0,11.0,27.3,3.0,11.0,27.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,-15.0,05/06/2022,Philadelphia 76ers,20.75
Kyle Lowry,25:21,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,4.0,0.0,-10.0,05/06/2022,Philadelphia 76ers,11.0
Gabe Vincent,14:55,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,05/06/2022,Philadelphia 76ers,6.25
Tyler Herro,27:05,5.0,15.0,33.3,2.0,7.0,28.6,2.0,2.0,100.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,14.0,-16.0,05/06/2022,Philadelphia 76ers,20.5
Dewayne Dedmon,12:19,1.0,4.0,25.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,4.0,7.0,05/06/2022,Philadelphia 76ers,9.25
Victor Oladipo,20:40,2.0,5.0,40.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,6.0,-11.0,05/06/2022,Philadelphia 76ers,9.0
Caleb Martin,2:05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,05/06/2022,Philadelphia 76ers,1.25
Omer Yurtseven,2:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,05/06/2022,Philadelphia 76ers,1.25
Haywood Highsmith,2:05,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,05/06/2022,Philadelphia 76ers,0.0
