,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Jimmy Butler,36:29,12.0,21.0,57.1,1.0,2.0,50.0,11.0,12.0,91.7,3.0,7.0,10.0,4.0,4.0,1.0,0.0,1.0,36.0,14.0,04/24/2022,65.0
P.J. Tucker,27:47,5.0,7.0,71.4,2.0,4.0,50.0,2.0,2.0,100.0,3.0,5.0,8.0,3.0,0.0,0.0,0.0,1.0,14.0,22.0,04/24/2022,29.5
Bam Adebayo,29:44,6.0,11.0,54.5,0.0,0.0,0.0,2.0,3.0,66.7,4.0,4.0,8.0,1.0,0.0,0.0,1.0,4.0,14.0,8.0,04/24/2022,25.0
Max Strus,35:40,4.0,16.0,25.0,4.0,14.0,28.6,0.0,0.0,0.0,2.0,3.0,5.0,3.0,1.0,0.0,1.0,3.0,12.0,34.0,04/24/2022,26.25
Gabe Vincent,27:26,4.0,9.0,44.4,3.0,6.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,3.0,11.0,19.0,04/24/2022,24.25
Dewayne Dedmon,3:35,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,04/24/2022,3.0
Tyler Herro,21:09,1.0,8.0,12.5,0.0,5.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,04/24/2022,10.25
Caleb Martin,19:01,1.0,6.0,16.7,1.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,3.0,1.0,04/24/2022,7.0
Duncan Robinson,9:20,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,-10.0,04/24/2022,4.75
Victor Oladipo,23:04,3.0,10.0,30.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,4.0,0.0,0.0,1.0,4.0,6.0,28.0,04/24/2022,21.5
Omer Yurtseven,3:23,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,04/24/2022,3.5
Haywood Highsmith,3:23,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,-2.0,04/24/2022,4.5
