,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/18/2006,SEA,PHI @ CHA,W,240,111,43,92,46.7,8,24,33.3,17,27,63.0,18,27,45,26,12,3,13,15,6
04/16/2006,NOK,IND @ TOR,W,240,96,36,80,45.0,9,29,31.0,15,22,68.2,9,29,38,21,7,4,8,17,17
04/15/2006,DEN,IND @ TOR,W,240,100,41,84,48.8,6,18,33.3,12,15,80.0,13,33,46,28,6,8,13,16,18
04/11/2006,PHX,LAC @ SEA,L,240,110,37,69,53.6,7,21,33.3,29,43,67.4,9,23,32,17,10,2,16,21,-13
04/09/2006,HOU,DEN @ POR,W,240,86,28,69,40.6,9,21,42.9,21,30,70.0,12,31,43,18,6,1,15,13,9
04/07/2006,LAC,DET @ ORL,W,240,96,33,75,44.0,7,15,46.7,23,36,63.9,9,27,36,18,10,1,9,15,3
04/05/2006,SAS,DET @ ORL,W,240,97,38,80,47.5,9,18,50.0,12,14,85.7,11,31,42,25,9,5,17,18,10
04/04/2006,DAL,DET @ ORL,L,240,101,38,83,45.8,5,24,20.8,20,22,90.9,11,15,26,25,7,4,9,23,-26
04/02/2006,LAC,PHI @ CLE,W,240,106,40,82,48.8,10,27,37.0,16,21,76.2,7,24,31,26,9,3,11,18,10
03/31/2006,GSW,MIA @ CLE,W,240,96,35,71,49.3,6,15,40.0,20,26,76.9,6,33,39,21,10,6,17,15,3
03/29/2006,POR,MIA @ CLE,W,240,106,40,78,51.3,12,18,66.7,14,17,82.4,7,26,33,33,6,3,6,16,16
03/28/2006,WAS,ORL @ MIN,L,240,84,33,76,43.4,4,17,23.5,14,23,60.9,12,27,39,16,10,7,18,21,-13
03/26/2006,GSW,ORL @ MIN,L,240,83,30,84,35.7,7,26,26.9,16,21,76.2,15,29,44,20,9,4,11,18,-7
03/25/2006,UTA,WAS @ LAC,W,240,91,31,72,43.1,4,13,30.8,25,36,69.4,8,25,33,20,14,2,13,25,2
03/22/2006,LAL,WAS @ LAC,L,240,80,33,77,42.9,5,18,27.8,9,11,81.8,10,30,40,19,4,3,19,23,-7
03/21/2006,SEA,CHI @ IND,W,240,105,37,87,42.5,8,22,36.4,23,29,79.3,13,33,46,26,10,4,14,22,9
03/19/2006,MIN,CHI @ IND,L,240,89,31,74,41.9,3,17,17.6,24,31,77.4,11,35,46,13,13,4,28,23,-6
03/17/2006,IND,DAL @ NJN,L,240,93,37,93,39.8,9,21,42.9,10,13,76.9,18,33,51,23,4,3,11,17,-5
03/14/2006,LAL,DET @ TOR,W,240,114,39,72,54.2,10,19,52.6,26,28,92.9,6,29,35,25,7,8,17,17,16
03/12/2006,DAL,DET @ TOR,W,240,85,34,81,42.0,5,14,35.7,12,20,60.0,10,33,43,19,3,5,12,16,5
03/10/2006,MEM,CLE @ MIA,W,240,105,36,86,41.9,3,12,25.0,30,37,81.1,20,29,49,19,11,4,8,17,12
03/08/2006,MIL,PHI @ BOS,W,240,123,41,79,51.9,7,15,46.7,34,40,85.0,14,29,43,31,6,1,12,20,7
03/06/2006,NJN,PHI @ BOS,W,240,109,39,79,49.4,6,14,42.9,25,30,83.3,6,36,42,29,9,5,9,20,25
03/05/2006,WAS,IND @ PHI,L,240,107,41,80,51.3,5,16,31.3,20,33,60.6,14,23,37,23,7,5,16,28,-10
03/03/2006,ATL,IND @ PHI,W,240,102,36,77,46.8,3,10,30.0,27,36,75.0,13,27,40,19,8,2,12,19,9
03/01/2006,CLE,MIL @ PHX,W,240,97,38,75,50.7,7,16,43.8,14,14,100,8,30,38,24,7,3,16,23,7
02/27/2006,POR,MIL @ PHX,W,240,115,44,88,50.0,11,25,44.0,16,24,66.7,17,31,48,33,8,2,13,16,24
02/23/2006,LAL,PHI @ MIL,L,240,85,34,82,41.5,6,25,24.0,11,15,73.3,10,25,35,23,2,6,16,18,-21
02/21/2006,GSW,GSW @ SAC,W,240,102,40,76,52.6,7,17,41.2,15,17,88.2,4,38,42,22,6,6,17,16,25
02/15/2006,MEM,GSW @ SAC,L,240,78,32,87,36.8,1,19,5.3,13,16,81.3,17,28,45,20,10,4,9,19,-6
02/14/2006,CHI,GSW @ SAC,W,265,105,36,87,41.4,5,17,29.4,28,38,73.7,13,43,56,20,6,7,18,26,4
