,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Dillon Brooks,37:40,6.0,12.0,50.0,3.0,7.0,42.9,1.0,2.0,50.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,16.0,0.0,12/18/2023,Cleveland Cavaliers,24.25,HOU @ CLE
Jabari Smith Jr.,22:42,2.0,7.0,28.6,1.0,4.0,25.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,2.0,4.0,5.0,-17.0,12/18/2023,Cleveland Cavaliers,13.25,HOU @ CLE
Alperen Sengun,30:31,11.0,20.0,55.0,1.0,3.0,33.3,1.0,2.0,50.0,4.0,4.0,8.0,6.0,1.0,0.0,4.0,5.0,24.0,-3.0,12/18/2023,Cleveland Cavaliers,43.5,HOU @ CLE
Jalen Green,34:15,2.0,12.0,16.7,1.0,4.0,25.0,7.0,7.0,100.0,0.0,6.0,6.0,3.0,1.0,2.0,2.0,2.0,12.0,-15.0,12/18/2023,Cleveland Cavaliers,29.5,HOU @ CLE
Fred VanVleet,45:16,9.0,19.0,47.4,4.0,8.0,50.0,5.0,5.0,100.0,0.0,8.0,8.0,17.0,2.0,1.0,2.0,4.0,27.0,2.0,12/18/2023,Cleveland Cavaliers,69.5,HOU @ CLE
Jeff Green,23:38,6.0,6.0,100.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,15.0,16.0,12/18/2023,Cleveland Cavaliers,22.25,HOU @ CLE
Aaron Holiday,17:13,5.0,9.0,55.6,2.0,5.0,40.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,14.0,2.0,12/18/2023,Cleveland Cavaliers,17.5,HOU @ CLE
Jae'Sean Tate,16:18,1.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,-5.0,12/18/2023,Cleveland Cavaliers,8.25,HOU @ CLE
Tari Eason,33:17,5.0,13.0,38.5,0.0,2.0,0.0,4.0,5.0,80.0,4.0,4.0,8.0,2.0,4.0,1.0,2.0,4.0,14.0,-1.0,12/18/2023,Cleveland Cavaliers,36.0,HOU @ CLE
Jock Landale,4:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-4.0,12/18/2023,Cleveland Cavaliers,3.25,HOU @ CLE
