,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/19/1997,PHX,TOR @ BOS,W,240,121,50,84,59.5,10,13,76.9,11,18,61.1,11,33,44,40,4,8,15,20,14
04/17/1997,POR,CLE @ DET,L,240,73,22,67,32.8,10,26,38.5,19,28,67.9,10,24,34,17,5,9,17,26,-32
04/12/1997,DAL,LAC @ DAL,W,240,96,38,77,49.4,7,16,43.8,13,16,81.3,12,29,41,26,8,4,19,21,11
04/10/1997,HOU,ORL @ TOR,L,240,94,38,80,47.5,8,19,42.1,10,11,90.9,13,32,45,25,4,5,19,21,-8
04/08/1997,SAC,ORL @ TOR,L,240,93,34,83,41.0,3,14,21.4,22,30,73.3,17,31,48,21,5,6,15,21,-16
04/06/1997,HOU,MIA @ DET,L,240,85,33,82,40.2,7,16,43.8,12,19,63.2,16,28,44,23,12,6,17,11,-9
04/04/1997,UTA,MIA @ DET,L,240,79,28,73,38.4,6,22,27.3,17,24,70.8,12,25,37,18,3,4,15,20,-27
04/01/1997,MIL,HOU @ DEN,L,240,91,36,74,48.6,9,18,50.0,10,17,58.8,11,24,35,23,5,6,15,27,-11
03/28/1997,POR,HOU @ DEN,L,240,81,32,73,43.8,8,14,57.1,9,13,69.2,9,28,37,24,7,4,22,16,-34
03/27/1997,LAL,LAC @ DET,L,265,98,34,77,44.2,5,14,35.7,25,35,71.4,15,34,49,24,6,8,16,29,-4
03/25/1997,LAC,LAC @ DET,L,265,104,40,81,49.4,12,23,52.2,12,16,75.0,11,37,48,22,5,8,21,25,-6
03/23/1997,SEA,SEA @ VAN,L,240,92,30,64,46.9,5,16,31.3,27,32,84.4,12,21,33,21,6,4,19,25,-14
03/21/1997,DEN,SEA @ VAN,W,240,108,45,86,52.3,2,10,20.0,16,21,76.2,17,32,49,28,8,4,13,23,7
03/19/1997,MIN,WAS @ HOU,L,240,72,25,81,30.9,6,16,37.5,16,19,84.2,9,23,32,17,6,2,15,20,-23
03/18/1997,NYK,WAS @ HOU,L,240,73,26,74,35.1,5,13,38.5,16,25,64.0,11,24,35,20,9,2,17,19,-25
03/16/1997,ORL,LAL @ DEN,L,240,89,35,73,47.9,5,15,33.3,14,18,77.8,14,28,42,19,3,9,19,24,-11
03/14/1997,MIA,LAL @ DEN,L,240,82,33,76,43.4,0,13,0.0,16,23,69.6,16,27,43,16,9,7,20,15,-6
03/12/1997,WAS,VAN @ MIA,L,240,82,33,79,41.8,2,15,13.3,14,16,87.5,13,21,34,12,3,2,15,19,-22
03/11/1997,CHH,CLE @ SAC,L,240,92,37,83,44.6,3,9,33.3,15,21,71.4,17,24,41,21,8,4,12,23,-6
03/09/1997,TOR,CLE @ SAC,L,240,77,29,61,47.5,3,11,27.3,16,24,66.7,6,36,42,23,2,5,20,21,-4
03/06/1997,NJN,SAC @ PHX,L,240,96,34,87,39.1,11,29,37.9,17,21,81.0,12,19,31,24,13,11,9,23,-6
03/02/1997,UTA,WAS @ PHI,L,240,86,33,80,41.3,8,21,38.1,12,18,66.7,10,23,33,27,9,6,13,22,-7
02/28/1997,PHI,GSW @ NJN,L,240,100,36,77,46.8,6,17,35.3,22,27,81.5,13,30,43,24,10,9,17,27,-4
02/26/1997,LAC,GSW @ NJN,L,240,80,31,77,40.3,2,12,16.7,16,22,72.7,12,34,46,21,8,8,22,22,-3
02/23/1997,CLE,CHH @ DAL,L,240,84,30,72,41.7,2,13,15.4,22,26,84.6,12,22,34,20,7,3,8,25,-7
02/21/1997,LAL,MIL @ SAS,L,240,91,31,67,46.3,6,10,60.0,23,29,79.3,7,23,30,26,7,4,12,21,-8
02/19/1997,MIN,MIL @ SAS,L,240,73,29,76,38.2,2,10,20.0,13,21,61.9,15,29,44,18,8,4,19,22,-11
02/17/1997,DAL,DEN @ CHI,L,240,95,39,70,55.7,8,14,57.1,9,11,81.8,4,20,24,25,4,7,12,21,-5
02/14/1997,BOS,NJN @ WAS,W,240,109,42,74,56.8,1,8,12.5,24,45,53.3,10,33,43,30,11,15,17,19,3
02/12/1997,SAS,NJN @ WAS,W,240,106,36,73,49.3,8,13,61.5,26,30,86.7,10,24,34,25,9,4,14,21,5
02/11/1997,HOU,NJN @ ORL,L,240,97,38,70,54.3,5,12,41.7,16,23,69.6,11,24,35,21,10,2,22,22,-9
02/06/1997,MIN,NJN @ ORL,L,240,86,37,87,42.5,6,21,28.6,6,16,37.5,17,29,46,23,7,6,16,28,-17
02/04/1997,NJN,CLE @ MIL,L,240,105,38,87,43.7,8,21,38.1,21,25,84.0,17,24,41,27,5,3,10,25,-6
02/02/1997,BOS,CLE @ MIL,W,240,102,41,84,48.8,4,14,28.6,16,21,76.2,12,37,49,25,8,10,20,19,10
01/31/1997,ATL,PHX @ TOR,L,240,76,31,76,40.8,5,17,29.4,9,11,81.8,13,24,37,27,4,8,14,19,-11
01/30/1997,LAC,PHX @ TOR,L,240,94,34,83,41.0,6,14,42.9,20,27,74.1,14,23,37,17,15,6,12,21,-6
01/28/1997,CHI,DET @ MIL,L,240,96,44,89,49.4,4,13,30.8,4,9,44.4,20,23,43,32,14,3,26,18,-15
01/27/1997,GSW,DET @ MIL,L,240,97,35,79,44.3,6,19,31.6,21,25,84.0,12,19,31,24,7,5,16,29,-25
01/25/1997,DEN,DET @ MIL,L,240,82,35,87,40.2,2,10,20.0,10,15,66.7,16,30,46,25,7,9,11,24,-1
01/23/1997,MIN,POR @ PHX,L,240,76,32,80,40.0,2,9,22.2,10,13,76.9,9,28,37,18,10,12,21,14,-19
01/22/1997,DEN,POR @ PHX,L,240,84,34,77,44.2,5,12,41.7,11,15,73.3,9,29,38,21,7,9,16,16,-10
01/20/1997,SEA,MIN @ TOR,L,240,96,34,71,47.9,8,13,61.5,20,28,71.4,13,24,37,22,9,4,19,29,-16
01/19/1997,TOR,MIN @ TOR,W,240,100,39,81,48.1,6,13,46.2,16,23,69.6,17,30,47,23,8,9,17,21,8
01/17/1997,UTA,DAL @ DEN,L,240,68,25,78,32.1,3,13,23.1,15,22,68.2,12,24,36,15,10,10,16,22,-38
01/15/1997,DET,DAL @ DEN,L,240,79,32,86,37.2,3,12,25.0,12,19,63.2,22,28,50,20,5,3,17,24,-24
01/14/1997,LAL,GSW @ BOS,L,240,81,31,85,36.5,3,13,23.1,16,22,72.7,12,32,44,17,9,2,16,20,-10
01/11/1997,SAC,GSW @ BOS,L,240,101,42,89,47.2,4,14,28.6,13,19,68.4,15,16,31,25,12,6,17,22,-8
01/09/1997,GSW,SAS @ ATL,L,240,86,37,83,44.6,4,17,23.5,8,15,53.3,10,22,32,31,8,6,10,17,-16
01/08/1997,GSW,SAS @ ATL,W,240,109,36,78,46.2,5,17,29.4,32,39,82.1,15,33,48,27,11,2,15,25,14
01/05/1997,LAL,PHI @ ORL,L,240,82,30,87,34.5,6,19,31.6,16,28,57.1,25,31,56,21,9,7,18,21,-13
01/03/1997,SEA,SAS @ DEN,L,240,94,34,70,48.6,8,20,40.0,18,25,72.0,7,33,40,25,6,8,21,20,-14
12/30/1996,SAS,SAS @ DEN,L,240,88,34,80,42.5,5,16,31.3,15,20,75.0,18,27,45,27,5,13,16,18,-7
12/28/1996,PHX,SAS @ VAN,L,240,98,38,70,54.3,5,13,38.5,17,22,77.3,6,24,30,24,7,8,16,18,-5
12/26/1996,SAC,SAS @ VAN,L,240,88,34,81,42.0,1,12,8.3,19,25,76.0,12,24,36,22,7,4,17,21,-23
12/22/1996,WAS,ORL @ MIA,W,240,91,34,79,43.0,7,13,53.8,16,23,69.6,16,32,48,27,7,4,15,19,4
12/20/1996,DEN,POR @ SAC,L,240,93,44,82,53.7,2,5,40.0,3,9,33.3,8,23,31,25,6,5,11,22,-15
12/19/1996,DAL,POR @ SAC,L,240,98,38,77,49.4,8,17,47.1,14,20,70.0,16,23,39,29,11,4,11,16,-7
12/17/1996,HOU,LAL @ MIL,W,240,93,35,76,46.1,6,19,31.6,17,20,85.0,11,23,34,29,12,4,11,20,1
12/15/1996,PHX,LAL @ MIL,L,240,84,35,79,44.3,2,14,14.3,12,19,63.2,9,30,39,19,6,1,16,17,-19
12/13/1996,ORL,CHH @ CHI,W,240,95,37,86,43.0,3,12,25.0,18,27,66.7,15,23,38,20,14,5,12,24,2
12/12/1996,POR,CHH @ CHI,L,240,78,28,79,35.4,4,14,28.6,18,26,69.2,14,27,41,18,6,6,14,26,-21
12/09/1996,CHH,SEA @ NJN,L,240,91,40,78,51.3,7,14,50.0,4,5,80.0,6,27,33,24,7,4,18,17,-16
12/07/1996,DAL,CHH @ SEA,L,240,85,31,82,37.8,7,22,31.8,16,25,64.0,13,21,34,15,9,4,14,18,-11
12/06/1996,SAS,CHH @ SEA,W,240,105,42,78,53.8,7,13,53.8,14,23,60.9,12,30,42,26,9,5,12,20,16
12/04/1996,IND,DAL @ MIA,L,240,80,35,81,43.2,3,13,23.1,7,10,70.0,8,16,24,25,8,4,17,22,-47
11/30/1996,PHI,DAL @ MIA,L,240,90,35,82,42.7,9,25,36.0,11,20,55.0,14,21,35,23,14,5,22,22,-6
11/29/1996,IND,SAC @ NYK,L,240,94,34,81,42.0,8,19,42.1,18,27,66.7,12,24,36,22,6,5,10,22,-10
11/27/1996,DET,DEN @ UTA,L,240,78,31,85,36.5,12,25,48.0,4,8,50.0,13,24,37,18,10,3,10,23,-9
11/26/1996,ATL,DEN @ UTA,L,240,80,33,88,37.5,3,16,18.8,11,13,84.6,10,32,42,14,7,2,13,15,-21
11/24/1996,SAS,DEN @ UTA,W,240,96,38,70,54.3,6,17,35.3,14,24,58.3,4,26,30,31,9,3,11,24,5
11/20/1996,MIA,DET @ BOS,L,240,75,25,62,40.3,5,15,33.3,20,24,83.3,5,26,31,20,8,9,22,22,-19
11/18/1996,SAC,DET @ BOS,L,240,83,32,73,43.8,6,15,40.0,13,22,59.1,11,20,31,24,6,5,12,19,-1
11/17/1996,SEA,DET @ BOS,L,240,81,30,75,40.0,7,21,33.3,14,17,82.4,17,31,48,17,8,4,26,29,-10
11/15/1996,UTA,DEN @ NJN,L,240,96,39,89,43.8,5,17,29.4,13,21,61.9,12,23,35,18,10,4,8,24,-8
11/14/1996,PHX,DEN @ NJN,W,240,92,37,88,42.0,6,27,22.2,12,16,75.0,12,24,36,26,12,6,11,17,3
11/12/1996,LAC,LAL @ SAS,L,290,92,33,81,40.7,8,16,50.0,18,23,78.3,11,36,47,25,11,10,17,28,-7
11/10/1996,NYK,LAL @ SAS,L,240,82,27,76,35.5,6,17,35.3,22,28,78.6,13,23,36,22,12,7,18,18,-19
11/08/1996,CLE,MIA @ DAL,L,240,72,24,77,31.2,2,10,20.0,22,29,75.9,16,25,41,17,9,4,15,17,-16
11/06/1996,MIL,MIA @ DAL,L,240,89,37,82,45.1,1,10,10.0,14,22,63.6,14,21,35,20,9,1,22,27,-16
11/05/1996,CHI,VAN @ CHI,L,240,73,29,81,35.8,8,18,44.4,7,15,46.7,15,22,37,16,7,4,20,19,-23
11/03/1996,GSW,VAN @ CHI,L,240,95,38,90,42.2,8,22,36.4,11,16,68.8,16,28,44,30,13,8,15,25,-10
