,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/23/1995,CLE,DET @ MIA,W,240,97,35,63,55.6,7,12,58.3,20,27,74.1,7,31,38,26,2,5,14,20,25
04/22/1995,CHI,DET @ MIA,L,240,100,40,94,42.6,5,25,20.0,15,18,83.3,16,25,41,19,11,2,14,14,-16
04/20/1995,NYK,DAL @ PHX,L,240,86,30,67,44.8,3,14,21.4,23,29,79.3,3,34,37,17,5,5,18,32,-5
04/17/1995,PHL,DAL @ PHX,W,240,101,39,72,54.2,7,14,50.0,16,19,84.2,9,27,36,20,6,2,8,15,11
04/16/1995,ATL,WAS @ ORL,L,240,93,34,68,50.0,11,25,44.0,14,22,63.6,6,30,36,22,3,5,17,19,-1
04/14/1995,DET,WAS @ ORL,W,240,94,30,72,41.7,7,18,38.9,27,34,79.4,4,35,39,22,11,5,9,19,8
04/12/1995,NJN,WAS @ NYK,W,240,105,41,74,55.4,4,13,30.8,19,21,90.5,8,40,48,30,12,6,17,18,28
04/10/1995,BOS,WAS @ NYK,W,240,119,48,79,60.8,8,12,66.7,15,19,78.9,6,27,33,33,11,5,15,17,24
04/09/1995,IND,PHX @ POR,L,240,68,22,65,33.8,6,17,35.3,18,29,62.1,9,25,34,16,5,1,16,23,-29
04/07/1995,WAS,PHX @ POR,W,240,98,39,89,43.8,9,23,39.1,11,15,73.3,18,23,41,26,11,6,15,16,5
04/05/1995,PHL,SAN @ SAC,W,240,84,32,80,40.0,3,17,17.6,17,24,70.8,12,39,51,22,9,4,13,20,18
04/02/1995,MIA,SAN @ SAC,W,240,105,41,76,53.9,7,17,41.2,16,23,69.6,7,30,37,25,8,5,15,27,13
03/30/1995,DAL,DEN @ CLE,L,240,107,40,88,45.5,5,13,38.5,22,29,75.9,12,22,34,30,10,4,14,16,-18
03/29/1995,PHL,DEN @ CLE,L,240,81,34,85,40.0,3,24,12.5,10,14,71.4,8,20,28,19,9,0,10,24,-18
03/25/1995,CLE,CLE @ IND,W,240,105,36,76,47.4,6,11,54.5,27,32,84.4,11,28,39,27,7,4,8,18,8
03/23/1995,ORL,BOS @ DET,L,240,93,34,82,41.5,7,19,36.8,18,21,85.7,12,27,39,24,9,4,12,19,-12
03/21/1995,NYK,SAN @ NJN,W,240,78,27,66,40.9,7,17,41.2,17,24,70.8,6,39,45,16,6,4,20,17,9
03/19/1995,UTH,SAN @ NJN,W,240,108,34,70,48.6,11,22,50.0,29,34,85.3,5,28,33,28,6,7,12,23,4
03/16/1995,PHX,DET @ SEA,L,240,105,41,80,51.3,9,24,37.5,14,20,70.0,11,29,40,27,9,4,13,17,-3
03/14/1995,MIL,DET @ SEA,L,240,86,32,70,45.7,6,16,37.5,16,21,76.2,5,32,37,22,4,4,16,21,-13
03/13/1995,WAS,MIN @ SAN,L,240,103,37,85,43.5,9,20,45.0,20,26,76.9,12,35,47,32,3,5,7,14,-3
03/11/1995,MIA,MIN @ SAN,W,240,104,36,70,51.4,12,18,66.7,20,25,80.0,9,26,35,27,4,3,11,19,9
03/09/1995,SEA,NYK @ ATL,W,240,112,41,79,51.9,8,24,33.3,22,29,75.9,14,24,38,35,5,8,13,18,13
03/05/1995,SAC,BOS @ NYK,L,240,80,29,76,38.2,8,25,32.0,14,22,63.6,17,23,40,21,9,2,14,24,-8
03/03/1995,GOS,SEA @ PHX,W,240,116,44,83,53.0,11,28,39.3,17,19,89.5,8,36,44,33,13,3,17,16,30
03/02/1995,POR,SEA @ PHX,W,240,109,38,75,50.7,10,22,45.5,23,31,74.2,6,36,42,22,4,7,13,21,10
