,0
Al Horford,22.815505981445312
Blake Griffin,10.52141284942627
Derrick White,8.215690612792969
Grant Williams,28.166259765625
JD Davison,
Jaylen Brown,48.14443588256836
Jayson Tatum,26.725595474243164
Justin Jackson,
Luke Kornet,17.557363510131836
Malcolm Brogdon,20.998319625854492
Marcus Smart,29.990699768066406
Noah Vonleh,10.771245956420898
Payton Pritchard,10.0228910446167
Sam Hauser,19.643665313720703
