,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
De'Andre Hunter,22:20,4.0,10.0,40.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,11.0,-21.0,10/31/2022,Toronto Raptors,14.75
John Collins,29:37,5.0,12.0,41.7,1.0,6.0,16.7,1.0,1.0,100.0,3.0,9.0,12.0,1.0,0.0,0.0,0.0,6.0,12.0,-24.0,10/31/2022,Toronto Raptors,29.0
Clint Capela,25:25,6.0,7.0,85.7,0.0,0.0,0.0,1.0,4.0,25.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,13.0,-24.0,10/31/2022,Toronto Raptors,20.75
Dejounte Murray,30:31,7.0,15.0,46.7,2.0,4.0,50.0,4.0,4.0,100.0,0.0,4.0,4.0,9.0,0.0,0.0,4.0,3.0,20.0,-12.0,10/31/2022,Toronto Raptors,37.5
Trae Young,32:27,3.0,13.0,23.1,1.0,5.0,20.0,7.0,8.0,87.5,0.0,0.0,0.0,10.0,1.0,0.0,10.0,0.0,14.0,-29.0,10/31/2022,Toronto Raptors,26.5
Onyeka Okongwu,16:15,3.0,4.0,75.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,4.0,5.0,1.0,0.0,2.0,1.0,3.0,8.0,0.0,10/31/2022,Toronto Raptors,19.25
Justin Holiday,23:44,5.0,8.0,62.5,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,12.0,-13.0,10/31/2022,Toronto Raptors,16.5
Jalen Johnson,10:40,2.0,3.0,66.7,0.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,3.0,10/31/2022,Toronto Raptors,11.5
AJ Griffin,14:28,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,-11.0,10/31/2022,Toronto Raptors,6.0
Aaron Holiday,9:13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10/31/2022,Toronto Raptors,1.5
Frank Kaminsky,6:20,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,-6.0,10/31/2022,Toronto Raptors,6.25
Vit Krejci,6:20,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,-6.0,10/31/2022,Toronto Raptors,6.75
Trent Forrest,6:20,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.0,10/31/2022,Toronto Raptors,4.0
Tyrese Martin,6:20,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-6.0,10/31/2022,Toronto Raptors,3.5
