,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
De'Andre Hunter,34:50,6.0,8.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,14.0,-31.0,04/17/2022,Miami Heat,19.75
Danilo Gallinari,29:12,5.0,12.0,41.7,1.0,3.0,33.3,6.0,6.0,100.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,17.0,-17.0,04/17/2022,Miami Heat,23.25
Onyeka Okongwu,20:33,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,50.0,3.0,4.0,7.0,1.0,0.0,1.0,0.0,4.0,3.0,-29.0,04/17/2022,Miami Heat,15.25
Kevin Huerter,23:13,3.0,8.0,37.5,2.0,6.0,33.3,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,8.0,-21.0,04/17/2022,Miami Heat,16.25
Trae Young,28:27,1.0,12.0,8.3,0.0,7.0,0.0,6.0,7.0,85.7,1.0,5.0,6.0,4.0,2.0,0.0,6.0,1.0,8.0,-22.0,04/17/2022,Miami Heat,22.5
Bogdan Bogdanovic,25:53,0.0,8.0,0.0,0.0,4.0,0.0,6.0,6.0,100.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,6.0,-18.0,04/17/2022,Miami Heat,11.75
John Collins,21:19,4.0,6.0,66.7,1.0,2.0,50.0,1.0,3.0,33.3,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,2.0,04/17/2022,Miami Heat,19.0
Delon Wright,20:57,2.0,6.0,33.3,1.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,2.0,0.0,1.0,0.0,5.0,-7.0,04/17/2022,Miami Heat,20.5
Timothe Luwawu-Cabarrot,14:34,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,04/17/2022,Miami Heat,8.75
Gorgui Dieng,6:08,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,04/17/2022,Miami Heat,4.25
Jalen Johnson,4:58,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,04/17/2022,Miami Heat,0.0
Skylar Mays,4:58,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,04/17/2022,Miami Heat,3.25
Kevin Knox II,4:58,3.0,5.0,60.0,2.0,4.0,50.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,10.0,6.0,04/17/2022,Miami Heat,14.0
