,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Deni Avdija,25:52,5.0,8.0,62.5,0.0,1.0,0.0,3.0,4.0,75.0,0.0,5.0,5.0,4.0,2.0,1.0,3.0,4.0,13.0,-22.0,01/05/2024,Cleveland Cavaliers,29.75,PHX @ LAC
Kyle Kuzma,25:28,4.0,14.0,28.6,1.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,7.0,2.0,9.0,-20.0,01/05/2024,Cleveland Cavaliers,13.5,PHX @ LAC
Daniel Gafford,24:12,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,2.0,4.0,-18.0,01/05/2024,Cleveland Cavaliers,12.5,PHX @ LAC
Jordan Poole,23:20,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,-14.0,01/05/2024,Cleveland Cavaliers,5.5,PHX @ LAC
Tyus Jones,26:11,6.0,10.0,60.0,4.0,6.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,16.0,-17.0,01/05/2024,Cleveland Cavaliers,30.25,PHX @ LAC
Bilal Coulibaly,36:08,6.0,13.0,46.2,2.0,4.0,50.0,1.0,3.0,33.3,2.0,5.0,7.0,1.0,1.0,3.0,1.0,0.0,15.0,-9.0,01/05/2024,Cleveland Cavaliers,33.75,PHX @ LAC
Corey Kispert,20:08,6.0,12.0,50.0,1.0,6.0,16.7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,13.0,-7.0,01/05/2024,Cleveland Cavaliers,17.25,PHX @ LAC
Mike Muscala,18:24,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,-5.0,01/05/2024,Cleveland Cavaliers,7.0,PHX @ LAC
Delon Wright,16:25,3.0,6.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,1.0,0.0,7.0,-6.0,01/05/2024,Cleveland Cavaliers,22.5,PHX @ LAC
Eugene Omoruyi,6:48,3.0,5.0,60.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0,1.0,01/05/2024,Cleveland Cavaliers,11.25,PHX @ LAC
Johnny Davis,6:16,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,01/05/2024,Cleveland Cavaliers,1.25,PHX @ LAC
Anthony Gill,5:24,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,01/05/2024,Cleveland Cavaliers,2.25,PHX @ LAC
Jared Butler,5:24,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,-1.0,01/05/2024,Cleveland Cavaliers,7.0,PHX @ LAC
