,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Deni Avdija,21:28,3.0,11.0,27.3,1.0,3.0,33.3,0.0,0.0,0.0,2.0,4.0,6.0,4.0,1.0,0.0,3.0,1.0,7.0,-17.0,01/03/2024,Cleveland Cavaliers,21.5,OKC @ BKN
Kyle Kuzma,22:42,7.0,12.0,58.3,2.0,6.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,16.0,-22.0,01/03/2024,Cleveland Cavaliers,25.5,OKC @ BKN
Daniel Gafford,20:11,6.0,8.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,12.0,-13.0,01/03/2024,Cleveland Cavaliers,21.75,OKC @ BKN
Jordan Poole,22:42,3.0,11.0,27.3,2.0,4.0,50.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,3.0,8.0,-22.0,01/03/2024,Cleveland Cavaliers,15.25,OKC @ BKN
Tyus Jones,20:49,4.0,11.0,36.4,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,-12.0,01/03/2024,Cleveland Cavaliers,19.0,OKC @ BKN
Bilal Coulibaly,32:33,2.0,12.0,16.7,1.0,4.0,25.0,0.0,2.0,0.0,1.0,4.0,5.0,1.0,3.0,2.0,2.0,4.0,5.0,-24.0,01/03/2024,Cleveland Cavaliers,22.25,OKC @ BKN
Delon Wright,18:26,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,-21.0,01/03/2024,Cleveland Cavaliers,12.0,OKC @ BKN
Mike Muscala,20:54,5.0,9.0,55.6,2.0,5.0,40.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,12.0,-22.0,01/03/2024,Cleveland Cavaliers,22.5,OKC @ BKN
Corey Kispert,19:39,4.0,9.0,44.4,0.0,5.0,0.0,4.0,6.0,66.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,-21.0,01/03/2024,Cleveland Cavaliers,13.25,OKC @ BKN
Landry Shamet,15:08,3.0,6.0,50.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,9.0,-15.0,01/03/2024,Cleveland Cavaliers,18.75,OKC @ BKN
Jared Butler,8:45,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,-6.0,01/03/2024,Cleveland Cavaliers,8.25,OKC @ BKN
Eugene Omoruyi,6:55,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,-4.0,01/03/2024,Cleveland Cavaliers,3.25,OKC @ BKN
Johnny Davis,5:13,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,01/03/2024,Cleveland Cavaliers,2.0,OKC @ BKN
Anthony Gill,4:35,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,01/03/2024,Cleveland Cavaliers,3.25,OKC @ BKN
