,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Deni Avdija,32:45,5.0,8.0,62.5,2.0,3.0,66.7,5.0,6.0,83.3,0.0,4.0,4.0,4.0,1.0,0.0,4.0,4.0,17.0,-20.0,01/08/2024,Oklahoma City Thunder,29.0,PHX @ LAC
Kyle Kuzma,37:11,10.0,24.0,41.7,0.0,5.0,0.0,2.0,2.0,100.0,4.0,11.0,15.0,5.0,0.0,0.0,2.0,1.0,22.0,1.0,01/08/2024,Oklahoma City Thunder,47.25,PHX @ LAC
Daniel Gafford,25:31,3.0,7.0,42.9,0.0,0.0,0.0,3.0,3.0,100.0,4.0,5.0,9.0,1.0,0.0,1.0,0.0,2.0,9.0,1.0,01/08/2024,Oklahoma City Thunder,23.75,PHX @ LAC
Jordan Poole,29:19,8.0,17.0,47.1,4.0,8.0,50.0,4.0,5.0,80.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,24.0,3.0,01/08/2024,Oklahoma City Thunder,33.0,PHX @ LAC
Tyus Jones,30:56,7.0,10.0,70.0,3.0,5.0,60.0,1.0,2.0,50.0,0.0,0.0,0.0,9.0,3.0,0.0,2.0,1.0,18.0,0.0,01/08/2024,Oklahoma City Thunder,38.0,PHX @ LAC
Bilal Coulibaly,24:46,1.0,4.0,25.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,4.0,5.0,3.0,0.0,2.0,0.0,2.0,5.0,1.0,01/08/2024,Oklahoma City Thunder,20.25,PHX @ LAC
Mike Muscala,7:50,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-5.0,01/08/2024,Oklahoma City Thunder,2.75,PHX @ LAC
Delon Wright,17:04,3.0,6.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,7.0,-8.0,01/08/2024,Oklahoma City Thunder,11.75,PHX @ LAC
Corey Kispert,18:26,4.0,5.0,80.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,11.0,-7.0,01/08/2024,Oklahoma City Thunder,16.25,PHX @ LAC
Landry Shamet,16:13,3.0,7.0,42.9,1.0,4.0,25.0,8.0,9.0,88.9,1.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,15.0,-6.0,01/08/2024,Oklahoma City Thunder,26.0,PHX @ LAC
