,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Franz Wagner,36:42,10.0,19.0,52.6,1.0,5.0,20.0,4.0,4.0,100.0,2.0,4.0,6.0,3.0,2.0,0.0,4.0,4.0,25.0,-1.0,01/02/2024,Golden State Warriors,39.5,DEN @ GSW
Paolo Banchero,34:23,8.0,20.0,40.0,3.0,8.0,37.5,8.0,11.0,72.7,4.0,8.0,12.0,6.0,2.0,1.0,5.0,4.0,27.0,-8.0,01/02/2024,Golden State Warriors,56.0,DEN @ GSW
Goga Bitadze,26:12,6.0,6.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,3.0,4.0,7.0,1.0,1.0,1.0,0.0,3.0,13.0,-15.0,01/02/2024,Golden State Warriors,27.75,DEN @ GSW
Anthony Black,13:18,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,-1.0,01/02/2024,Golden State Warriors,1.5,DEN @ GSW
Jalen Suggs,31:23,3.0,14.0,21.4,3.0,7.0,42.9,1.0,2.0,50.0,1.0,1.0,2.0,3.0,0.0,0.0,4.0,2.0,10.0,-9.0,01/02/2024,Golden State Warriors,16.5,DEN @ GSW
Gary Harris,28:43,3.0,7.0,42.9,2.0,6.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0,3.0,01/02/2024,Golden State Warriors,14.5,DEN @ GSW
Cole Anthony,25:49,3.0,8.0,37.5,1.0,2.0,50.0,1.0,1.0,100.0,3.0,1.0,4.0,2.0,0.0,1.0,2.0,4.0,8.0,-4.0,01/02/2024,Golden State Warriors,17.5,DEN @ GSW
Wendell Carter Jr.,19:52,1.0,5.0,20.0,0.0,1.0,0.0,4.0,4.0,100.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,6.0,4.0,01/02/2024,Golden State Warriors,14.0,DEN @ GSW
Moritz Wagner,15:33,5.0,8.0,62.5,1.0,2.0,50.0,1.0,1.0,100.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,2.0,12.0,7.0,01/02/2024,Golden State Warriors,21.75,DEN @ GSW
Caleb Houstan,8:07,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,-6.0,01/02/2024,Golden State Warriors,8.25,DEN @ GSW
