,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Caleb Houstan,36:25,8.0,15.0,53.3,7.0,14.0,50.0,2.0,3.0,66.7,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,25.0,13.0,01/07/2024,Atlanta Hawks,39.0,PHX @ LAC
Paolo Banchero,44:54,13.0,29.0,44.8,4.0,7.0,57.1,5.0,7.0,71.4,1.0,9.0,10.0,4.0,3.0,1.0,2.0,2.0,35.0,18.0,01/07/2024,Atlanta Hawks,62.5,PHX @ LAC
Goga Bitadze,27:35,5.0,6.0,83.3,0.0,0.0,0.0,1.0,2.0,50.0,7.0,7.0,14.0,3.0,0.0,2.0,0.0,4.0,11.0,14.0,01/07/2024,Atlanta Hawks,37.0,PHX @ LAC
Chuma Okeke,38:17,1.0,5.0,20.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,1.0,0.0,3.0,17.0,01/07/2024,Atlanta Hawks,14.75,PHX @ LAC
Jalen Suggs,29:15,6.0,13.0,46.2,4.0,7.0,57.1,0.0,0.0,0.0,1.0,4.0,5.0,3.0,1.0,0.0,1.0,6.0,16.0,16.0,01/07/2024,Atlanta Hawks,30.25,PHX @ LAC
Markelle Fultz,14:51,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,-6.0,01/07/2024,Atlanta Hawks,10.0,PHX @ LAC
Anthony Black,11:35,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-10.0,01/07/2024,Atlanta Hawks,1.5,PHX @ LAC
Cole Anthony,30:40,3.0,13.0,23.1,0.0,3.0,0.0,4.0,4.0,100.0,0.0,9.0,9.0,5.0,0.0,0.0,4.0,5.0,10.0,-17.0,01/07/2024,Atlanta Hawks,26.75,PHX @ LAC
Moritz Wagner,25:25,6.0,12.0,50.0,1.0,4.0,25.0,2.0,2.0,100.0,2.0,5.0,7.0,0.0,1.0,0.0,0.0,2.0,15.0,-7.0,01/07/2024,Atlanta Hawks,26.25,PHX @ LAC
Trevelin Queen,6:03,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,-3.0,01/07/2024,Atlanta Hawks,2.75,PHX @ LAC
