,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Nikola Jovic,28:05,6.0,11.0,54.5,3.0,5.0,60.0,0.0,0.0,0.0,1.0,7.0,8.0,1.0,1.0,0.0,0.0,4.0,15.0,3.0,01/03/2024,Los Angeles Lakers,30.0,OKC @ BKN
Jaime Jaquez Jr.,39:03,7.0,14.0,50.0,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,2.0,1.0,16.0,24.0,01/03/2024,Los Angeles Lakers,32.0,OKC @ BKN
Bam Adebayo,38:08,5.0,14.0,35.7,0.0,1.0,0.0,5.0,6.0,83.3,3.0,4.0,7.0,5.0,3.0,0.0,2.0,4.0,15.0,12.0,01/03/2024,Los Angeles Lakers,36.25,OKC @ BKN
Tyler Herro,27:51,7.0,19.0,36.8,4.0,8.0,50.0,3.0,3.0,100.0,0.0,6.0,6.0,4.0,3.0,0.0,2.0,3.0,21.0,5.0,01/03/2024,Los Angeles Lakers,41.5,OKC @ BKN
Kyle Lowry,25:52,3.0,6.0,50.0,2.0,5.0,40.0,2.0,2.0,100.0,0.0,3.0,3.0,6.0,4.0,0.0,1.0,2.0,10.0,6.0,01/03/2024,Los Angeles Lakers,31.25,OKC @ BKN
Kevin Love,27:53,4.0,7.0,57.1,0.0,1.0,0.0,2.0,6.0,33.3,3.0,11.0,14.0,3.0,1.0,1.0,0.0,3.0,10.0,11.0,01/03/2024,Los Angeles Lakers,36.0,OKC @ BKN
Duncan Robinson,29:58,5.0,14.0,35.7,3.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,13.0,0.0,01/03/2024,Los Angeles Lakers,19.0,OKC @ BKN
Josh Richardson,20:30,4.0,7.0,57.1,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,10.0,9.0,01/03/2024,Los Angeles Lakers,15.75,OKC @ BKN
R.J. Hampton,0:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/03/2024,Los Angeles Lakers,0.0,OKC @ BKN
Cole Swider,0:40,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/03/2024,Los Angeles Lakers,0.0,OKC @ BKN
Jamal Cain,0:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/03/2024,Los Angeles Lakers,0.0,OKC @ BKN
Orlando Robinson,0:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/03/2024,Los Angeles Lakers,0.0,OKC @ BKN
