,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/17/2013,MIL,NOH @ DAL,L,240,89,37,89,41.6,3,21,14.3,12,14,85.7,13,31,44,16,8,2,8,14,-6
04/15/2013,SAC,NOH @ DAL,W,240,104,42,92,45.7,5,23,21.7,15,20,75.0,17,32,49,23,10,6,11,18,9
04/12/2013,POR,HOU @ PHX,W,240,106,40,77,51.9,9,22,40.9,17,21,81.0,7,33,40,16,8,9,14,17,16
04/11/2013,GSW,CHI @ TOR,W,240,116,42,83,50.6,12,27,44.4,20,23,87.0,10,36,46,30,10,10,18,21,19
04/09/2013,UTA,CHI @ TOR,W,240,90,32,81,39.5,9,21,42.9,17,18,94.4,10,36,46,18,12,7,11,19,10
04/07/2013,NYK,MIN @ GSW,L,240,120,45,78,57.7,9,17,52.9,21,25,84.0,10,27,37,23,5,11,13,22,-5
04/05/2013,IND,TOR @ MIN,W,240,97,37,78,47.4,4,12,33.3,19,23,82.6,15,38,53,18,4,4,13,21,22
04/04/2013,SAS,TOR @ MIN,W,240,100,38,82,46.3,12,24,50.0,12,13,92.3,9,38,47,21,7,13,12,17,12
03/30/2013,MIL,CLE @ ATL,W,240,109,40,75,53.3,4,16,25.0,25,32,78.1,10,38,48,24,7,12,13,20,10
03/29/2013,MIN,WAS @ ORL,L,240,93,36,79,45.6,5,16,31.3,16,20,80.0,11,30,41,16,5,10,16,28,-8
03/27/2013,WAS,WAS @ ORL,W,240,103,29,63,46.0,8,14,57.1,37,41,90.2,7,34,41,20,9,8,16,21,23
03/24/2013,POR,MIN @ DET,W,240,103,43,82,52.4,4,11,36.4,13,18,72.2,9,34,43,23,12,5,11,14,20
03/22/2013,ORL,UTA @ SAS,W,240,97,34,80,42.5,5,21,23.8,24,33,72.7,10,39,49,17,8,11,13,14,8
03/20/2013,MEM,UTA @ SAS,L,265,89,30,84,35.7,2,18,11.1,27,32,84.4,14,32,46,9,7,7,15,28,-1
03/19/2013,DEN,LAC @ SAC,L,240,104,37,85,43.5,4,25,16.0,26,31,83.9,12,33,45,21,8,8,15,24,-10
03/17/2013,DAL,LAC @ SAC,W,240,107,39,80,48.8,5,21,23.8,24,30,80.0,12,34,46,17,9,8,16,17,6
03/15/2013,ORL,CHA @ BOS,W,240,117,42,76,55.3,4,13,30.8,29,43,67.4,8,44,52,21,6,4,18,16,13
03/13/2013,UTA,CHA @ BOS,W,240,110,37,69,53.6,7,16,43.8,29,33,87.9,11,37,48,20,9,7,25,27,23
03/11/2013,SAS,MEM @ POR,L,240,93,33,77,42.9,6,17,35.3,21,24,87.5,13,30,43,16,5,7,19,18,-12
03/10/2013,BOS,MEM @ POR,W,240,91,30,68,44.1,4,16,25.0,27,33,81.8,3,38,41,21,9,6,15,22,12
03/08/2013,CHA,UTA @ NYK,W,240,116,46,81,56.8,12,24,50.0,12,16,75.0,12,37,49,28,5,8,12,19,22
03/07/2013,NYK,UTA @ NYK,W,240,95,31,70,44.3,8,21,38.1,25,29,86.2,7,35,42,16,8,8,16,17,1
03/05/2013,LAL,TOR @ PHX,W,240,122,46,96,47.9,8,23,34.8,22,24,91.7,14,28,42,20,10,5,2,27,17
03/03/2013,LAC,TOR @ PHX,W,240,108,38,80,47.5,7,21,33.3,25,34,73.5,14,24,38,23,12,5,15,22,4
03/01/2013,DEN,CHA @ SAC,L,240,103,36,83,43.4,7,20,35.0,24,34,70.6,10,40,50,19,7,12,19,18,-2
02/27/2013,NOH,CHA @ SAC,W,240,119,42,76,55.3,8,18,44.4,27,28,96.4,13,35,48,27,7,9,11,14,45
02/24/2013,CHI,DEN @ POR,W,240,102,36,79,45.6,6,17,35.3,24,27,88.9,14,38,52,17,9,9,19,19,30
02/22/2013,MIN,CLE @ MIA,W,240,127,48,83,57.8,9,14,64.3,22,22,100,8,33,41,28,7,7,18,26,16
02/20/2013,HOU,DET @ CHA,L,240,119,42,87,48.3,11,28,39.3,24,27,88.9,13,35,48,25,6,11,23,22,-3
02/14/2013,MIA,DET @ CHA,L,240,100,32,73,43.8,3,13,23.1,33,34,97.1,5,30,35,16,5,5,16,23,-10
02/12/2013,UTA,CHA @ IND,L,240,94,38,68,55.9,5,15,33.3,13,23,56.5,7,19,26,15,11,13,20,16,-15
02/10/2013,PHX,NOH @ TOR,W,240,97,34,76,44.7,9,17,52.9,20,27,74.1,5,35,40,23,15,9,14,7,28
02/08/2013,PHX,NOH @ TOR,W,240,127,50,87,57.5,14,21,66.7,13,18,72.2,10,30,40,29,10,11,8,20,31
02/06/2013,GSW,SAS @ MIN,W,240,119,48,95,50.5,8,23,34.8,15,20,75.0,10,40,50,29,12,16,12,12,21
02/04/2013,DAL,SAS @ MIN,W,240,112,41,87,47.1,10,25,40.0,20,27,74.1,8,40,48,25,11,8,11,19,21
02/02/2013,CLE,LAC @ BOS,L,240,110,41,83,49.4,7,21,33.3,21,26,80.8,14,33,47,19,10,11,17,20,-5
01/31/2013,MEM,LAC @ BOS,W,240,106,40,72,55.6,5,14,35.7,21,25,84.0,4,39,43,25,5,11,16,18,17
01/27/2013,LAL,OKC @ LAL,L,240,96,36,81,44.4,4,16,25.0,20,26,76.9,10,29,39,24,9,6,10,26,-9
01/25/2013,SAC,OKC @ LAL,W,240,105,37,76,48.7,6,23,26.1,25,30,83.3,8,39,47,27,10,6,20,20,10
01/23/2013,GSW,LAC @ PHX,L,240,99,36,78,46.2,5,16,31.3,22,27,81.5,9,30,39,20,9,7,19,20,-5
01/22/2013,LAC,LAC @ PHX,W,240,109,41,78,52.6,15,27,55.6,12,14,85.7,10,27,37,24,6,4,16,26,12
01/20/2013,DEN,HOU @ CHA,L,265,118,35,76,46.1,8,24,33.3,40,48,83.3,11,28,39,22,10,5,24,28,-3
01/18/2013,DAL,HOU @ CHA,W,265,117,39,95,41.1,6,20,30.0,33,36,91.7,18,35,53,13,8,2,17,23,3
01/16/2013,DEN,LAC @ MIN,W,240,117,44,85,51.8,9,19,47.4,20,26,76.9,15,20,35,24,11,11,14,27,20
01/14/2013,PHX,LAC @ MIN,W,240,102,40,84,47.6,5,17,29.4,17,22,77.3,9,33,42,16,9,6,11,18,12
01/13/2013,POR,MIA @ UTA,W,240,87,32,71,45.1,6,23,26.1,17,22,77.3,6,37,43,20,6,3,16,19,4
01/11/2013,LAL,MIA @ UTA,W,240,116,44,87,50.6,9,29,31.0,19,28,67.9,12,41,53,28,8,6,17,22,15
01/09/2013,MIN,CHA @ TOR,W,240,106,36,76,47.4,11,20,55.0,23,27,85.2,10,29,39,19,13,7,13,25,22
01/07/2013,WAS,OKC @ WAS,L,240,99,34,80,42.5,6,25,24.0,25,30,83.3,13,31,44,21,8,5,13,14,-2
01/06/2013,TOR,OKC @ WAS,W,240,104,38,77,49.4,6,22,27.3,22,24,91.7,12,29,41,24,8,4,16,20,12
01/04/2013,PHI,BKN @ WAS,W,240,109,39,75,52.0,10,17,58.8,21,27,77.8,10,37,47,18,13,3,18,12,24
01/02/2013,BKN,BKN @ WAS,L,240,93,36,73,49.3,8,19,42.1,13,17,76.5,6,28,34,22,5,8,20,23,-17
12/31/2012,PHX,MEM @ IND,W,240,114,44,87,50.6,5,15,33.3,21,24,87.5,14,29,43,23,6,7,5,15,18
12/29/2012,HOU,MEM @ IND,W,240,124,45,94,47.9,13,29,44.8,21,23,91.3,12,41,53,22,16,9,22,18,30
12/27/2012,DAL,ATL @ CLE,W,265,111,39,93,41.9,10,25,40.0,23,28,82.1,17,39,56,23,8,13,13,18,6
12/25/2012,MIA,OKC @ MIA,L,240,97,30,71,42.3,5,16,31.3,32,38,84.2,11,28,39,14,8,1,17,25,-6
12/20/2012,MIN,WAS @ DET,L,240,93,33,82,40.2,5,20,25.0,22,26,84.6,11,32,43,17,10,6,16,24,-6
12/19/2012,ATL,WAS @ DET,W,240,100,36,84,42.9,9,25,36.0,19,20,95.0,13,39,52,20,8,12,16,16,8
12/17/2012,SAS,SAS @ OKC,W,240,107,38,85,44.7,4,14,28.6,27,30,90.0,15,34,49,22,9,7,12,21,14
12/14/2012,SAC,BOS @ HOU,W,240,113,41,83,49.4,9,21,42.9,22,22,100,14,29,43,29,10,6,18,24,10
12/12/2012,NOH,BOS @ HOU,W,240,92,31,71,43.7,5,15,33.3,25,32,78.1,8,35,43,19,9,8,11,18,4
12/09/2012,IND,NYK @ BKN,W,240,104,37,76,48.7,5,19,26.3,25,30,83.3,9,31,40,16,4,5,10,16,11
12/07/2012,LAL,CLE @ MIN,W,240,114,41,84,48.8,9,17,52.9,23,28,82.1,11,25,36,22,6,3,14,24,6
12/04/2012,BKN,OKC @ BKN,W,240,117,40,66,60.6,7,14,50.0,30,34,88.2,2,31,33,22,5,7,14,19,6
12/01/2012,NOH,OKC @ BKN,W,240,100,40,79,50.6,7,16,43.8,13,17,76.5,11,34,45,21,10,12,14,17,21
11/30/2012,UTA,OKC @ BKN,W,240,106,39,75,52.0,4,9,44.4,24,33,72.7,16,31,47,21,11,14,21,19,12
11/28/2012,HOU,PHX @ TOR,W,240,120,47,87,54.0,9,22,40.9,17,22,77.3,15,31,46,26,10,11,16,22,22
11/26/2012,CHA,IND @ LAL,W,240,114,40,78,51.3,13,27,48.1,21,23,91.3,9,45,54,31,3,7,16,21,45
11/24/2012,PHI,IND @ LAL,W,265,116,39,88,44.3,6,21,28.6,32,37,86.5,18,24,42,21,11,5,12,20,7
11/23/2012,BOS,CLE @ ORL,L,240,100,37,79,46.8,6,24,25.0,20,24,83.3,8,32,40,22,6,7,17,23,-8
11/21/2012,LAC,CLE @ ORL,W,265,117,36,79,45.6,11,23,47.8,34,39,87.2,12,32,44,20,12,5,19,24,6
11/18/2012,GSW,NYK @ NOH,W,240,119,42,83,50.6,13,20,65.0,22,26,84.6,10,30,40,31,9,3,12,16,10
11/16/2012,NOH,TOR @ BOS,W,240,110,40,74,54.1,14,29,48.3,16,20,80.0,7,29,36,31,7,7,14,24,15
11/14/2012,MEM,TOR @ BOS,L,240,97,35,72,48.6,6,13,46.2,21,26,80.8,10,30,40,23,6,6,15,19,-10
11/12/2012,DET,SAS @ LAL,W,240,92,27,73,37.0,1,10,10.0,37,42,88.1,9,35,44,10,7,12,14,20,2
11/11/2012,CLE,SAS @ LAL,W,240,106,40,73,54.8,7,15,46.7,19,22,86.4,4,37,41,20,7,10,21,22,15
11/09/2012,DET,PHI @ TOR,W,240,105,38,71,53.5,8,20,40.0,21,26,80.8,8,30,38,21,8,4,17,25,11
11/08/2012,CHI,PHI @ TOR,W,240,97,36,73,49.3,5,13,38.5,20,21,95.2,8,30,38,23,10,8,22,19,6
11/06/2012,TOR,DET @ SAC,W,240,108,35,74,47.3,9,25,36.0,29,34,85.3,7,39,46,24,10,9,19,22,20
11/04/2012,ATL,DET @ SAC,L,240,95,33,71,46.5,9,22,40.9,20,22,90.9,7,30,37,27,4,9,21,21,-9
11/02/2012,POR,NOH @ CHI,W,240,106,39,76,51.3,5,9,55.6,23,32,71.9,8,39,47,18,2,10,12,22,14
11/01/2012,SAS,NOH @ CHI,L,240,84,29,77,37.7,7,17,41.2,19,23,82.6,12,36,48,18,6,5,18,20,-2
