,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Keita Bates-Diop,21:56,1.0,8.0,12.5,0.0,3.0,0.0,2.0,2.0,100.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,4.0,-21.0,10/09/2022,New Orleans Pelicans,11.5
Jeremy Sochan,17:39,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,-18.0,10/09/2022,New Orleans Pelicans,8.0
Zach Collins,19:55,3.0,9.0,33.3,0.0,4.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,4.0,7.0,-27.0,10/09/2022,New Orleans Pelicans,17.75
Josh Richardson,21:59,3.0,5.0,60.0,1.0,3.0,33.3,5.0,6.0,83.3,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,12.0,-12.0,10/09/2022,New Orleans Pelicans,18.25
Tre Jones,19:26,4.0,9.0,44.4,1.0,5.0,20.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,9.0,-14.0,10/09/2022,New Orleans Pelicans,16.0
Isaiah Roby,13:38,2.0,6.0,33.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,-6.0,10/09/2022,New Orleans Pelicans,9.75
Doug McDermott,18:30,4.0,9.0,44.4,4.0,7.0,57.1,2.0,2.0,100.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,14.0,-2.0,10/09/2022,New Orleans Pelicans,24.25
Blake Wesley,21:21,1.0,6.0,16.7,0.0,1.0,0.0,2.0,4.0,50.0,0.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,6.0,10/09/2022,New Orleans Pelicans,14.75
Gorgui Dieng,21:05,4.0,7.0,57.1,2.0,5.0,40.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,2.0,0.0,4.0,1.0,10.0,0.0,10/09/2022,New Orleans Pelicans,30.25
Malaki Branham,18:48,2.0,5.0,40.0,1.0,3.0,33.3,2.0,2.0,100.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,10/09/2022,New Orleans Pelicans,13.0
Joe Wieskamp,7:13,1.0,4.0,25.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-6.0,10/09/2022,New Orleans Pelicans,3.5
Tommy Kuhse,10:58,2.0,7.0,28.6,2.0,6.0,33.3,2.0,2.0,100.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,3.0,10/09/2022,New Orleans Pelicans,13.25
Romeo Langford,9:52,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,10/09/2022,New Orleans Pelicans,1.25
Alize Johnson,5:32,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,10/09/2022,New Orleans Pelicans,9.75
Dominick Barlow,7:00,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,9.0,13.0,10/09/2022,New Orleans Pelicans,16.75
Jordan Hall,5:08,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0,10/09/2022,New Orleans Pelicans,6.0
