,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Keldon Johnson,38:03,8.0,15.0,53.3,5.0,10.0,50.0,4.0,4.0,100.0,0.0,6.0,6.0,8.0,1.0,1.0,5.0,1.0,25.0,20.0,10/30/2022,Minnesota Timberwolves,48.5
Keita Bates-Diop,22:58,6.0,15.0,40.0,1.0,5.0,20.0,5.0,5.0,100.0,2.0,4.0,6.0,1.0,0.0,0.0,4.0,4.0,18.0,-1.0,10/30/2022,Minnesota Timberwolves,25.5
Jakob Poeltl,33:30,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,14.0,4.0,2.0,3.0,3.0,3.0,4.0,-4.0,10/30/2022,Minnesota Timberwolves,36.0
Romeo Langford,34:18,3.0,7.0,42.9,0.0,2.0,0.0,1.0,2.0,50.0,4.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,7.0,-9.0,10/30/2022,Minnesota Timberwolves,22.75
Tre Jones,31:30,2.0,12.0,16.7,1.0,2.0,50.0,5.0,7.0,71.4,1.0,1.0,2.0,8.0,0.0,0.0,2.0,3.0,10.0,6.0,10/30/2022,Minnesota Timberwolves,24.0
Zach Collins,22:43,4.0,8.0,50.0,1.0,2.0,50.0,0.0,1.0,0.0,2.0,4.0,6.0,2.0,1.0,1.0,2.0,5.0,9.0,21.0,10/30/2022,Minnesota Timberwolves,23.0
Blake Wesley,8:14,2.0,3.0,66.7,0.0,0.0,0.0,2.0,4.0,50.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,10/30/2022,Minnesota Timberwolves,8.0
Doug McDermott,25:25,8.0,16.0,50.0,7.0,14.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,23.0,3.0,10/30/2022,Minnesota Timberwolves,33.25
Malaki Branham,19:00,1.0,7.0,14.3,1.0,4.0,25.0,2.0,2.0,100.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,10/30/2022,Minnesota Timberwolves,11.0
Gorgui Dieng,4:19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,10/30/2022,Minnesota Timberwolves,5.0
