,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Keldon Johnson,31:57,9.0,17.0,52.9,5.0,8.0,62.5,6.0,6.0,100.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,2.0,29.0,7.0,11/11/2022,Milwaukee Bucks,37.0
Jeremy Sochan,29:50,4.0,7.0,57.1,0.0,2.0,0.0,2.0,2.0,100.0,1.0,6.0,7.0,2.0,0.0,1.0,2.0,4.0,10.0,22.0,11/11/2022,Milwaukee Bucks,22.75
Jakob Poeltl,29:47,7.0,11.0,63.6,0.0,0.0,0.0,1.0,3.0,33.3,3.0,7.0,10.0,3.0,0.0,4.0,2.0,3.0,15.0,9.0,11/11/2022,Milwaukee Bucks,39.0
Devin Vassell,31:18,9.0,17.0,52.9,2.0,7.0,28.6,2.0,2.0,100.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,22.0,22.0,11/11/2022,Milwaukee Bucks,30.75
Tre Jones,29:42,4.0,7.0,57.1,1.0,1.0,100.0,0.0,0.0,0.0,0.0,5.0,5.0,9.0,1.0,1.0,1.0,2.0,9.0,8.0,11/11/2022,Milwaukee Bucks,32.75
Josh Richardson,23:10,2.0,10.0,20.0,1.0,6.0,16.7,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,14.0,11/11/2022,Milwaukee Bucks,11.5
Doug McDermott,23:47,4.0,7.0,57.1,2.0,3.0,66.7,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,10.0,6.0,11/11/2022,Milwaukee Bucks,14.75
Charles Bassey,18:13,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,3.0,11.0,14.0,4.0,0.0,4.0,3.0,4.0,5.0,9.0,11/11/2022,Milwaukee Bucks,35.5
Romeo Langford,17:19,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,4.0,-7.0,11/11/2022,Milwaukee Bucks,8.25
Isaiah Roby,1:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/11/2022,Milwaukee Bucks,0.0
Jordan Hall,1:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11/11/2022,Milwaukee Bucks,1.5
Keita Bates-Diop,1:39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/11/2022,Milwaukee Bucks,1.25
