,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Matisse Thybulle,24:54,4.0,6.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,3.0,10.0,18.0,03/02/2022,New York Knicks,21.25
Tobias Harris,29:15,5.0,10.0,50.0,2.0,3.0,66.7,2.0,2.0,100.0,1.0,6.0,7.0,1.0,0.0,2.0,2.0,5.0,14.0,11.0,03/02/2022,New York Knicks,28.25
Joel Embiid,34:46,7.0,15.0,46.7,2.0,4.0,50.0,11.0,13.0,84.6,1.0,11.0,12.0,4.0,1.0,2.0,4.0,2.0,27.0,22.0,03/02/2022,New York Knicks,53.0
Tyrese Maxey,35:31,7.0,12.0,58.3,4.0,6.0,66.7,7.0,8.0,87.5,1.0,3.0,4.0,3.0,0.0,0.0,0.0,2.0,25.0,22.0,03/02/2022,New York Knicks,36.5
James Harden,35:42,8.0,13.0,61.5,2.0,6.0,33.3,8.0,10.0,80.0,0.0,9.0,9.0,9.0,0.0,0.0,3.0,3.0,26.0,9.0,03/02/2022,New York Knicks,50.25
Georges Niang,19:29,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0,03/02/2022,New York Knicks,12.0
Furkan Korkmaz,4:46,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-5.0,03/02/2022,New York Knicks,1.0
Danny Green,20:19,2.0,5.0,40.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,6.0,-4.0,03/02/2022,New York Knicks,11.75
Paul Millsap,11:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,-6.0,03/02/2022,New York Knicks,3.5
Shake Milton,19:34,3.0,6.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,6.0,1.0,03/02/2022,New York Knicks,11.75
Isaiah Joe,1:15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,03/02/2022,New York Knicks,1.5
Willie Cauley-Stein,1:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,03/02/2022,New York Knicks,0.0
Paul Reed,1:15,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,03/02/2022,New York Knicks,3.5
