,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Matisse Thybulle,33:23,5.0,5.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,12.0,20.0,01/07/2022,San Antonio Spurs,20.5
Tobias Harris,34:18,9.0,12.0,75.0,0.0,0.0,0.0,5.0,6.0,83.3,2.0,5.0,7.0,5.0,0.0,0.0,0.0,2.0,23.0,2.0,01/07/2022,San Antonio Spurs,39.25
Joel Embiid,31:57,10.0,23.0,43.5,0.0,1.0,0.0,11.0,15.0,73.3,3.0,9.0,12.0,7.0,0.0,1.0,4.0,1.0,31.0,26.0,01/07/2022,San Antonio Spurs,56.5
Furkan Korkmaz,33:10,3.0,11.0,27.3,1.0,6.0,16.7,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,0.0,1.0,1.0,7.0,7.0,01/07/2022,San Antonio Spurs,16.25
Seth Curry,36:31,10.0,18.0,55.6,3.0,8.0,37.5,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,1.0,3.0,23.0,30.0,01/07/2022,San Antonio Spurs,43.25
Georges Niang,20:12,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,5.0,6.0,01/07/2022,San Antonio Spurs,8.5
Danny Green,14:47,2.0,4.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,9.0,01/07/2022,San Antonio Spurs,13.0
Charlie Brown Jr.,12:21,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,01/07/2022,San Antonio Spurs,13.75
Andre Drummond,13:37,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,3.0,3.0,6.0,2.0,3.0,0.0,4.0,3.0,5.0,-7.0,01/07/2022,San Antonio Spurs,19.5
Myles Powell,2:26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,01/07/2022,San Antonio Spurs,2.0
Braxton Key,2:26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01/07/2022,San Antonio Spurs,2.75
Aaron Henry,2:26,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,01/07/2022,San Antonio Spurs,2.0
Charles Bassey,2:26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,01/07/2022,San Antonio Spurs,4.5
