,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Matisse Thybulle,33:11,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,5.0,-1.0,01/31/2022,Memphis Grizzlies,17.75
Tobias Harris,40:08,12.0,25.0,48.0,2.0,5.0,40.0,5.0,5.0,100.0,2.0,3.0,5.0,5.0,0.0,2.0,4.0,4.0,31.0,1.0,01/31/2022,Memphis Grizzlies,47.75
Andre Drummond,43:00,8.0,11.0,72.7,0.0,0.0,0.0,0.0,1.0,0.0,10.0,13.0,23.0,5.0,2.0,3.0,3.0,5.0,16.0,-1.0,01/31/2022,Memphis Grizzlies,60.75
Seth Curry,40:09,4.0,15.0,26.7,1.0,8.0,12.5,0.0,0.0,0.0,1.0,2.0,3.0,8.0,2.0,0.0,2.0,4.0,9.0,-3.0,01/31/2022,Memphis Grizzlies,28.25
Tyrese Maxey,42:29,13.0,23.0,56.5,1.0,4.0,25.0,6.0,7.0,85.7,0.0,3.0,3.0,8.0,1.0,4.0,3.0,0.0,33.0,5.0,01/31/2022,Memphis Grizzlies,57.75
Georges Niang,17:26,3.0,8.0,37.5,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,4.0,8.0,14.0,01/31/2022,Memphis Grizzlies,10.0
Danny Green,25:07,3.0,8.0,37.5,2.0,5.0,40.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,2.0,2.0,8.0,12.0,01/31/2022,Memphis Grizzlies,17.75
Charles Bassey,9:11,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,-4.0,01/31/2022,Memphis Grizzlies,10.5
Isaiah Joe,14:08,3.0,5.0,60.0,2.0,4.0,50.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,10.0,-6.0,01/31/2022,Memphis Grizzlies,12.75
Charlie Brown Jr.,0:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,01/31/2022,Memphis Grizzlies,0.0
