,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/14/2010,PHI,DET @ MIN,W,240,125,49,82,59.8,11,25,44.0,16,20,80.0,8,31,39,21,4,2,12,18,14
04/12/2010,IND,DET @ MIN,W,240,118,37,77,48.1,12,32,37.5,32,43,74.4,7,46,53,22,12,6,17,21,20
04/11/2010,CLE,DAL @ LAC,W,240,98,38,79,48.1,9,26,34.6,13,19,68.4,10,28,38,29,8,9,14,18,6
04/09/2010,NYK,NYK @ ORL,W,240,118,47,84,56.0,15,32,46.9,9,18,50.0,14,25,39,28,9,3,9,18,15
04/07/2010,WAS,NYK @ ORL,W,240,121,44,76,57.9,13,22,59.1,20,24,83.3,9,30,39,24,6,6,12,17,27
04/04/2010,MEM,DET @ PHI,W,240,107,38,82,46.3,13,29,44.8,18,24,75.0,12,31,43,21,5,10,14,28,15
04/02/2010,SAS,ATL @ CLE,L,240,100,39,80,48.8,10,24,41.7,12,26,46.2,11,28,39,18,4,5,11,22,-12
04/01/2010,DAL,ATL @ CLE,W,240,97,35,72,48.6,14,24,58.3,13,21,61.9,7,36,43,15,5,6,14,17,15
03/28/2010,DEN,SAC @ IND,W,240,103,39,79,49.4,11,29,37.9,14,22,63.6,10,27,37,25,3,4,9,14,6
03/26/2010,MIN,ATL @ PHI,W,240,106,36,79,45.6,13,36,36.1,21,26,80.8,15,36,51,24,8,6,17,20,9
03/24/2010,ATL,ATL @ PHI,L,240,84,27,72,37.5,6,21,28.6,24,31,77.4,9,39,48,20,3,8,13,17,-2
03/22/2010,PHI,CHA @ WAS,W,240,109,36,69,52.2,16,31,51.6,21,30,70.0,6,34,40,20,3,4,13,15,16
03/18/2010,MIA,CHA @ MIA,W,265,108,40,88,45.5,11,31,35.5,17,25,68.0,13,36,49,22,5,7,13,20,6
03/17/2010,SAS,CHA @ MIA,W,240,110,37,71,52.1,10,23,43.5,26,33,78.8,5,36,41,24,3,3,10,15,26
03/14/2010,CHA,NOH @ GSW,L,240,89,33,72,45.8,11,32,34.4,12,21,57.1,9,25,34,16,6,3,15,25,-7
03/13/2010,WAS,NOH @ GSW,W,240,109,41,79,51.9,8,14,57.1,19,23,82.6,15,31,46,20,5,7,17,20,14
03/11/2010,CHI,DET @ ATL,W,240,111,38,69,55.1,9,24,37.5,26,33,78.8,11,35,46,19,6,8,21,19,29
03/09/2010,LAC,MEM @ BOS,W,240,113,45,92,48.9,11,27,40.7,12,12,100,10,35,45,27,6,5,8,10,26
03/07/2010,LAL,MEM @ BOS,W,240,96,30,73,41.1,8,24,33.3,28,39,71.8,15,35,50,18,3,7,20,25,2
03/05/2010,NJN,SAS @ MEM,W,240,97,34,77,44.2,13,31,41.9,16,24,66.7,12,35,47,24,9,5,16,15,10
03/03/2010,GSW,PHI @ ATL,W,240,117,47,90,52.2,5,21,23.8,18,24,75.0,16,42,58,17,6,5,14,17,27
03/01/2010,PHI,PHI @ ATL,W,240,126,45,77,58.4,15,23,65.2,21,25,84.0,6,29,35,22,5,7,11,14,21
02/28/2010,MIA,PHI @ ATL,W,240,96,32,70,45.7,7,24,29.2,25,30,83.3,8,29,37,15,5,7,8,19,16
02/26/2010,NOH,WAS @ NJN,L,240,93,38,77,49.4,7,27,25.9,10,16,62.5,11,27,38,19,5,4,18,18,-7
02/24/2010,HOU,MIL @ IND,W,240,110,43,87,49.4,9,31,29.0,15,22,68.2,12,34,46,27,8,3,9,18,18
02/21/2010,CLE,HOU @ NOH,W,240,101,37,73,50.7,8,20,40.0,19,27,70.4,6,28,34,13,7,5,11,19,6
02/19/2010,DAL,HOU @ NOH,L,240,85,36,87,41.4,4,25,16.0,9,12,75.0,12,35,47,18,5,6,13,19,-10
02/17/2010,DET,TOR @ NJN,W,240,116,42,82,51.2,10,29,34.5,22,26,84.6,9,31,40,26,6,9,11,18,25
02/11/2010,CLE,MIN @ DET,L,240,106,36,75,48.0,10,26,38.5,24,31,77.4,8,28,36,18,4,4,13,20,-9
02/10/2010,CHI,MIN @ DET,W,240,107,37,79,46.8,12,32,37.5,21,25,84.0,8,43,51,22,7,6,17,20,20
02/08/2010,NOH,MIN @ DET,W,240,123,45,83,54.2,12,26,46.2,21,28,75.0,6,35,41,21,6,5,14,18,6
02/07/2010,BOS,NOH @ ORL,W,240,96,31,67,46.3,11,22,50.0,23,29,79.3,6,32,38,17,2,7,15,19,7
02/05/2010,WAS,NOH @ ORL,L,240,91,32,83,38.6,7,22,31.8,20,25,80.0,8,33,41,16,9,3,11,21,-1
02/02/2010,MIL,SAS @ POR,W,240,99,33,71,46.5,9,16,56.3,24,34,70.6,6,43,49,21,5,8,14,15,17
01/31/2010,DET,PHX @ NOH,W,240,91,30,64,46.9,10,22,45.5,21,32,65.6,4,34,38,19,5,5,14,25,5
01/30/2010,ATL,PHX @ NOH,W,240,104,39,72,54.2,7,23,30.4,19,27,70.4,6,37,43,20,3,3,11,15,18
01/28/2010,BOS,MIA @ DET,W,240,96,32,73,43.8,6,20,30.0,26,40,65.0,17,30,47,8,4,7,16,19,2
01/25/2010,MEM,CHA @ DEN,L,240,94,33,78,42.3,13,35,37.1,15,18,83.3,13,24,37,21,8,8,19,30,-5
01/23/2010,CHA,CHA @ DEN,W,265,106,38,87,43.7,14,39,35.9,16,22,72.7,8,41,49,22,8,11,12,21,11
01/22/2010,SAC,OKC @ MEM,W,240,100,32,74,43.2,7,25,28.0,29,33,87.9,8,43,51,19,10,12,23,23,16
01/20/2010,IND,OKC @ MEM,W,240,109,37,75,49.3,10,26,38.5,25,37,67.6,12,38,50,25,11,1,21,26,11
01/18/2010,LAL,SAC @ CHA,L,240,92,36,82,43.9,11,33,33.3,9,15,60.0,9,36,45,23,2,5,13,24,-6
01/15/2010,POR,SAC @ CHA,L,240,87,35,73,47.9,7,30,23.3,10,20,50.0,6,32,38,17,3,5,12,12,-15
01/13/2010,DEN,OKC @ DAL,L,240,97,34,78,43.6,12,31,38.7,17,23,73.9,10,26,36,20,12,5,19,21,-18
01/12/2010,SAC,DET @ WAS,W,240,109,39,77,50.6,8,27,29.6,23,28,82.1,9,41,50,20,7,5,12,20,21
01/09/2010,ATL,DET @ WAS,W,240,113,43,82,52.4,12,28,42.9,15,20,75.0,11,34,45,15,7,8,12,23,32
01/08/2010,WAS,UTA @ DAL,L,240,97,36,84,42.9,7,27,25.9,18,30,60.0,13,29,42,15,7,4,12,30,-7
01/06/2010,TOR,UTA @ DAL,L,240,103,31,74,41.9,9,31,29.0,32,38,84.2,10,25,35,19,8,2,14,18,-5
01/05/2010,IND,GSW @ DEN,L,240,90,33,86,38.4,9,22,40.9,15,24,62.5,16,36,52,12,9,6,20,26,-7
01/02/2010,CHI,GSW @ DEN,L,240,93,33,92,35.9,14,37,37.8,13,20,65.0,16,32,48,19,4,7,12,23,-8
01/01/2010,MIN,MEM @ PHX,W,240,106,36,80,45.0,15,37,40.5,19,23,82.6,9,29,38,22,14,5,12,15,12
12/30/2009,MIL,MEM @ PHX,W,240,117,43,77,55.8,10,21,47.6,21,26,80.8,7,34,41,21,7,10,14,16,25
12/25/2009,BOS,CHA @ OKC,L,240,77,26,78,33.3,5,26,19.2,20,24,83.3,9,34,43,7,9,4,18,22,-9
12/23/2009,HOU,CHA @ OKC,W,240,102,39,85,45.9,11,29,37.9,13,17,76.5,10,39,49,21,9,7,16,17,15
12/21/2009,UTA,LAC @ HOU,W,240,104,32,66,48.5,9,21,42.9,31,41,75.6,5,36,41,14,5,9,16,21,5
12/19/2009,POR,LAC @ HOU,W,240,92,32,76,42.1,9,27,33.3,19,26,73.1,13,41,54,14,11,6,19,23,9
12/17/2009,MIA,HOU @ DAL,L,240,86,34,78,43.6,9,28,32.1,9,17,52.9,7,32,39,12,5,2,13,19,-18
12/16/2009,TOR,HOU @ DAL,W,240,118,43,75,57.3,14,30,46.7,18,23,78.3,8,34,42,28,4,14,14,21,19
12/14/2009,IND,NJN @ CLE,W,240,106,36,86,41.9,9,29,31.0,25,35,71.4,11,37,48,18,4,6,7,15,8
12/11/2009,PHX,ORL @ PHX,L,240,103,32,76,42.1,13,38,34.2,26,38,68.4,15,36,51,18,8,3,21,22,-3
12/10/2009,UTA,ORL @ PHX,L,240,111,35,76,46.1,14,35,40.0,27,32,84.4,5,35,40,18,5,3,13,28,-9
12/08/2009,LAC,DEN @ CHA,W,240,97,32,71,45.1,14,34,41.2,19,25,76.0,7,37,44,22,6,10,17,16,11
12/05/2009,GSW,DEN @ CHA,W,240,126,39,74,52.7,12,26,46.2,36,41,87.8,7,31,38,25,8,4,16,29,8
12/02/2009,NYK,NYK @ ATL,W,240,118,43,78,55.1,10,30,33.3,22,30,73.3,12,34,46,26,10,3,19,22,14
11/29/2009,NYK,NOH @ LAL,W,240,114,42,83,50.6,13,38,34.2,17,31,54.8,11,36,47,16,6,5,9,15,12
11/28/2009,MIL,NOH @ LAL,W,240,100,39,77,50.6,8,22,36.4,14,25,56.0,13,37,50,18,3,7,17,23,2
11/26/2009,ATL,PHX @ MIN,W,240,93,35,80,43.8,10,31,32.3,13,20,65.0,13,40,53,15,7,6,13,12,17
11/25/2009,MIA,PHX @ MIN,L,240,98,32,77,41.6,14,31,45.2,20,33,60.6,10,32,42,19,6,2,15,21,-1
11/22/2009,TOR,NYK @ LAL,W,240,104,34,83,41.0,9,32,28.1,27,35,77.1,14,32,46,19,3,0,7,20,8
11/20/2009,BOS,NYK @ LAL,W,240,83,29,70,41.4,10,22,45.5,15,26,57.7,7,35,42,19,7,7,21,24,5
11/18/2009,OKC,MIA @ TOR,W,240,108,39,81,48.1,13,31,41.9,17,26,65.4,9,38,47,25,5,5,13,16,14
11/16/2009,CHA,DET @ LAL,W,240,97,33,77,42.9,11,32,34.4,20,31,64.5,13,28,41,19,8,2,13,22,6
11/13/2009,NJN,UTA @ PHI,W,240,88,33,74,44.6,8,27,29.6,14,25,56.0,8,40,48,16,5,9,16,17,16
