,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
Domingo German, 4.2,5,2,2,2,7,1,8.22,21,82,52,30,11,11,2,10,5,0,51,,,-0.034, 0.84,-0.01%, 0.22, 0.2,80° F, Wind 9mph out to Leftfield, Overcast, No Precipitation.
Lucas Luetge, 2 ,1,0,0,1,2,0,2.72,8,29,16,8,2,6,4,1,0,0,,1,0,0.054, 0.45, 0.01%, 0.12, 1.0,80° F, Wind 9mph out to Leftfield, Overcast, No Precipitation.
Jonathan Loaisiga, 0.1,0,0,0,0,0,0,7.06,1,4,2,1,0,1,0,1,0,0,,1,0,0.011, 0.38, 0.00%, 0.10, 0.2,80° F, Wind 9mph out to Leftfield, Overcast, No Precipitation.
Clay Holmes, 1 ,0,0,0,1,0,0,1.23,4,21,10,5,0,5,3,0,0,0,,0,0,0.105, 2.10, 0.02%, 0.56, 0.5,80° F, Wind 9mph out to Leftfield, Overcast, No Precipitation.
"Wandy Peralta, L (2-3)", 0.1,3,1,1,0,0,0,2.43,4,6,5,5,0,0,2,2,2,0,,0,0,-0.366, 3.73,-0.06%, 1.00, -1.4,80° F, Wind 9mph out to Leftfield, Overcast, No Precipitation.
