IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 7 ,4,0,0,1,11,0,3.05,26,113,75,39,16,20,4,10,5,0,79,,,0.345, 0.98, 0.04%, 0.20, 3.6,86° F, Wind 10mph out to Leftfield, Cloudy, No Precipitation.
 1 ,0,0,0,0,1,0,2.28,3,11,7,3,2,2,2,0,0,0,,0,0,0.045, 0.58, 0.01%, 0.12, 0.5,86° F, Wind 10mph out to Leftfield, Cloudy, No Precipitation.
 0 ,2,4,4,1,0,0,1.37,5,16,5,2,0,3,2,0,0,0,,0,0,-0.607, 3.17,-0.07%, 0.66, -3.8,86° F, Wind 10mph out to Leftfield, Cloudy, No Precipitation.
 1 ,1,0,0,0,1,0,2.43,4,13,12,8,2,2,2,1,1,0,,3,2,-0.151, 5.83,-0.02%, 1.21, 0.4,86° F, Wind 10mph out to Leftfield, Cloudy, No Precipitation.
