,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Oshae Brissett,27:02,2.0,8.0,25.0,1.0,5.0,20.0,1.0,3.0,33.3,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,6.0,-10.0,02/15/2022,Milwaukee Bucks,12.0
Jalen Smith,17:07,4.0,9.0,44.4,3.0,5.0,60.0,0.0,0.0,0.0,1.0,6.0,7.0,3.0,0.0,0.0,1.0,6.0,11.0,-11.0,02/15/2022,Milwaukee Bucks,25.25
Goga Bitadze,25:14,4.0,7.0,57.1,0.0,1.0,0.0,4.0,8.0,50.0,2.0,4.0,6.0,4.0,0.0,0.0,1.0,4.0,12.0,-6.0,02/15/2022,Milwaukee Bucks,25.0
Buddy Hield,37:00,14.0,20.0,70.0,8.0,12.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,3.0,2.0,36.0,1.0,02/15/2022,Milwaukee Bucks,49.0
Tyrese Haliburton,35:55,6.0,12.0,50.0,3.0,7.0,42.9,2.0,3.0,66.7,0.0,4.0,4.0,8.0,4.0,0.0,1.0,2.0,17.0,-11.0,02/15/2022,Milwaukee Bucks,43.0
Lance Stephenson,19:09,4.0,10.0,40.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,1.0,0.0,2.0,3.0,8.0,-1.0,02/15/2022,Milwaukee Bucks,20.0
Terry Taylor,32:02,5.0,7.0,71.4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,2.0,1.0,0.0,0.0,2.0,10.0,6.0,02/15/2022,Milwaukee Bucks,26.25
Duane Washington Jr.,3:51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/15/2022,Milwaukee Bucks,1.25
Keifer Sykes,27:56,4.0,12.0,33.3,2.0,6.0,33.3,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,10.0,-14.0,02/15/2022,Milwaukee Bucks,21.25
Tristan Thompson,14:44,4.0,7.0,57.1,0.0,0.0,0.0,1.0,4.0,25.0,3.0,2.0,5.0,1.0,0.0,1.0,2.0,1.0,9.0,1.0,02/15/2022,Milwaukee Bucks,17.75
