,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Justin Holiday,28:12,4.0,7.0,57.1,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,10.0,-4.0,12/26/2021,Chicago Bulls,20.0
Myles Turner,35:31,9.0,18.0,50.0,0.0,4.0,0.0,1.0,2.0,50.0,1.0,4.0,5.0,2.0,1.0,2.0,0.0,4.0,19.0,-1.0,12/26/2021,Chicago Bulls,34.25
Domantas Sabonis,35:04,5.0,17.0,29.4,0.0,1.0,0.0,4.0,6.0,66.7,8.0,8.0,16.0,5.0,2.0,0.0,1.0,1.0,14.0,-4.0,12/26/2021,Chicago Bulls,45.0
Chris Duarte,33:13,7.0,14.0,50.0,2.0,4.0,50.0,0.0,2.0,0.0,1.0,4.0,5.0,1.0,2.0,0.0,3.0,2.0,16.0,-6.0,12/26/2021,Chicago Bulls,27.25
Caris LeVert,39:17,9.0,22.0,40.9,3.0,10.0,30.0,6.0,7.0,85.7,1.0,3.0,4.0,9.0,1.0,1.0,1.0,3.0,27.0,6.0,12/26/2021,Chicago Bulls,50.5
Oshae Brissett,18:41,2.0,4.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,6.0,-10.0,12/26/2021,Chicago Bulls,14.5
Torrey Craig,21:47,3.0,7.0,42.9,1.0,4.0,25.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,0.0,2.0,7.0,-7.0,12/26/2021,Chicago Bulls,17.25
Kelan Martin,7:03,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-9.0,12/26/2021,Chicago Bulls,3.25
Brad Wanamaker,8:43,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,-14.0,12/26/2021,Chicago Bulls,2.25
Duane Washington Jr.,10:43,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,5.0,12/26/2021,Chicago Bulls,7.0
Isaiah Jackson,1:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,12/26/2021,Chicago Bulls,2.0
