,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Justin Holiday,26:27,5.0,11.0,45.5,3.0,9.0,33.3,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,13.0,-15.0,01/12/2022,Boston Celtics,23.25
Myles Turner,23:35,8.0,14.0,57.1,0.0,5.0,0.0,2.0,2.0,100.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,4.0,18.0,-22.0,01/12/2022,Boston Celtics,26.5
Domantas Sabonis,31:53,7.0,11.0,63.6,0.0,2.0,0.0,3.0,5.0,60.0,2.0,4.0,6.0,6.0,2.0,0.0,1.0,3.0,17.0,-20.0,01/12/2022,Boston Celtics,37.0
Caris LeVert,28:53,6.0,9.0,66.7,1.0,2.0,50.0,3.0,5.0,60.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,16.0,-28.0,01/12/2022,Boston Celtics,25.25
Malcolm Brogdon,17:03,3.0,7.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,6.0,-16.0,01/12/2022,Boston Celtics,9.75
Lance Stephenson,20:52,3.0,11.0,27.3,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,2.0,0.0,3.0,4.0,6.0,-2.0,01/12/2022,Boston Celtics,23.75
Torrey Craig,27:05,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,-10.0,01/12/2022,Boston Celtics,8.25
Jeremy Lamb,6:07,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,01/12/2022,Boston Celtics,2.5
Oshae Brissett,25:18,3.0,7.0,42.9,1.0,4.0,25.0,1.0,2.0,50.0,3.0,6.0,9.0,0.0,1.0,1.0,1.0,3.0,8.0,-2.0,01/12/2022,Boston Celtics,23.25
Duane Washington Jr.,14:06,1.0,5.0,20.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,8.0,01/12/2022,Boston Celtics,9.0
Isaiah Jackson,4:40,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,01/12/2022,Boston Celtics,7.5
Keifer Sykes,4:40,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,01/12/2022,Boston Celtics,5.5
Terry Taylor,4:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,01/12/2022,Boston Celtics,1.25
Goga Bitadze,4:40,1.0,2.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,01/12/2022,Boston Celtics,4.0
