,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Isaac Okoro,19:30,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,9.0,12.0,01/03/2024,Washington Wizards,18.5,OKC @ BKN
Dean Wade,20:06,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,15.0,01/03/2024,Washington Wizards,7.25,OKC @ BKN
Jarrett Allen,29:26,7.0,10.0,70.0,0.0,0.0,0.0,3.0,4.0,75.0,7.0,12.0,19.0,7.0,0.0,2.0,1.0,0.0,17.0,27.0,01/03/2024,Washington Wizards,54.75,OKC @ BKN
Max Strus,28:01,9.0,13.0,69.2,6.0,8.0,75.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,24.0,32.0,01/03/2024,Washington Wizards,40.0,OKC @ BKN
Donovan Mitchell,24:15,6.0,16.0,37.5,4.0,9.0,44.4,6.0,6.0,100.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,0.0,22.0,18.0,01/03/2024,Washington Wizards,40.75,OKC @ BKN
Sam Merrill,28:32,4.0,11.0,36.4,3.0,9.0,33.3,0.0,0.0,0.0,1.0,4.0,5.0,6.0,0.0,0.0,0.0,2.0,11.0,27.0,01/03/2024,Washington Wizards,27.75,OKC @ BKN
Georges Niang,27:54,5.0,11.0,45.5,3.0,7.0,42.9,2.0,2.0,100.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,2.0,15.0,24.0,01/03/2024,Washington Wizards,28.0,OKC @ BKN
Caris LeVert,22:54,9.0,18.0,50.0,3.0,6.0,50.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,1.0,1.0,0.0,1.0,21.0,22.0,01/03/2024,Washington Wizards,40.25,OKC @ BKN
Craig Porter Jr.,14:37,4.0,5.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,8.0,7.0,01/03/2024,Washington Wizards,15.75,OKC @ BKN
Tristan Thompson,18:34,3.0,6.0,50.0,0.0,0.0,0.0,1.0,3.0,33.3,3.0,6.0,9.0,4.0,0.0,1.0,3.0,1.0,7.0,12.0,01/03/2024,Washington Wizards,24.75,OKC @ BKN
Damian Jones,6:11,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,-1.0,01/03/2024,Washington Wizards,7.25,OKC @ BKN
