,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/09/2019,OKC,GSW @ MEM,L,240,111,38,88,43.2,18,53,34.0,17,20,85.0,9,33,42,18,7,7,11,21,-1
04/07/2019,PHX,LAC @ GSW,W,240,149,53,100,53.0,27,57,47.4,16,21,76.2,12,40,52,34,12,5,9,16,36
04/05/2019,NYK,LAC @ GSW,W,240,120,43,101,42.6,22,59,37.3,12,17,70.6,7,41,48,26,8,2,6,21,24
04/03/2019,LAC,BOS @ IND,W,240,135,47,88,53.4,18,38,47.4,23,29,79.3,12,36,48,22,6,7,16,29,32
04/02/2019,SAC,BOS @ IND,W,240,130,46,94,48.9,26,61,42.6,12,17,70.6,8,35,43,30,8,3,7,20,25
03/30/2019,SAC,CHI @ NYK,W,240,119,39,83,47.0,17,52,32.7,24,27,88.9,6,32,38,19,6,2,10,17,11
03/28/2019,DEN,GSW @ MIN,W,240,112,40,87,46.0,15,40,37.5,17,20,85.0,11,35,46,22,8,3,10,19,27
03/26/2019,MIL,GSW @ MIN,L,240,94,36,99,36.4,16,52,30.8,6,7,85.7,8,38,46,17,7,5,13,15,-14
03/24/2019,NOP,PHI @ ORL,W,240,113,42,86,48.8,21,49,42.9,8,9,88.9,13,37,50,24,10,5,19,16,23
03/22/2019,SAS,SAS @ HOU,W,240,111,36,86,41.9,14,37,37.8,25,32,78.1,8,40,48,12,5,4,10,19,6
03/20/2019,MEM,SAS @ HOU,L,265,125,42,94,44.7,21,48,43.8,20,20,100,11,28,39,19,10,4,14,27,-1
03/19/2019,ATL,SAS @ HOU,W,240,121,40,78,51.3,19,47,40.4,22,30,73.3,6,31,37,28,13,2,14,17,16
03/17/2019,MIN,NYK @ TOR,W,240,117,43,94,45.7,21,50,42.0,10,14,71.4,10,34,44,29,9,3,10,25,15
03/15/2019,PHX,NYK @ TOR,W,240,108,36,83,43.4,11,40,27.5,25,33,75.8,7,35,42,18,13,6,14,20,6
03/13/2019,GSW,LAL @ DET,L,240,104,37,78,47.4,11,41,26.8,19,23,82.6,5,26,31,18,7,3,11,16,-2
03/11/2019,CHA,LAL @ DET,W,240,118,38,91,41.8,17,43,39.5,25,27,92.6,12,43,55,25,7,4,14,17,12
03/10/2019,DAL,CHA @ HOU,W,240,94,32,88,36.4,16,52,30.8,14,22,63.6,13,28,41,18,6,4,13,20,1
03/08/2019,PHI,CHA @ HOU,W,240,107,42,85,49.4,13,41,31.7,10,15,66.7,7,36,43,22,13,0,17,18,16
03/05/2019,TOR,CLE @ MIA,W,240,107,38,85,44.7,15,34,44.1,16,18,88.9,9,34,43,22,11,6,10,23,12
03/03/2019,BOS,LAC @ LAL,W,240,115,38,80,47.5,21,51,41.2,18,29,62.1,10,32,42,22,8,4,12,23,11
02/28/2019,MIA,MIL @ LAL,W,240,121,38,77,49.4,19,46,41.3,26,28,92.9,8,28,36,22,6,5,16,21,3
