,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Mikal Bridges,33:20,3.0,8.0,37.5,1.0,4.0,25.0,1.0,1.0,100.0,0.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,8.0,21.0,11/21/2021,Denver Nuggets,24.0
Jae Crowder,24:03,5.0,8.0,62.5,2.0,4.0,50.0,3.0,3.0,100.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,15.0,9.0,11/21/2021,Denver Nuggets,22.0
Deandre Ayton,26:08,9.0,12.0,75.0,0.0,1.0,0.0,3.0,4.0,75.0,4.0,4.0,8.0,1.0,1.0,2.0,3.0,3.0,21.0,16.0,11/21/2021,Denver Nuggets,37.0
Devin Booker,27:53,7.0,12.0,58.3,2.0,5.0,40.0,1.0,1.0,100.0,0.0,4.0,4.0,7.0,1.0,0.0,1.0,1.0,17.0,13.0,11/21/2021,Denver Nuggets,35.0
Chris Paul,24:22,2.0,4.0,50.0,0.0,2.0,0.0,5.0,5.0,100.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,3.0,9.0,7.0,11/21/2021,Denver Nuggets,27.75
Landry Shamet,23:56,1.0,7.0,14.3,0.0,5.0,0.0,4.0,4.0,100.0,2.0,4.0,6.0,2.0,2.0,0.0,0.0,0.0,6.0,20.0,11/21/2021,Denver Nuggets,20.5
Cameron Payne,21:27,2.0,7.0,28.6,2.0,3.0,66.7,4.0,5.0,80.0,1.0,4.0,5.0,3.0,1.0,1.0,2.0,2.0,10.0,14.0,11/21/2021,Denver Nuggets,24.75
Cameron Johnson,23:25,9.0,15.0,60.0,4.0,10.0,40.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,22.0,19.0,11/21/2021,Denver Nuggets,30.25
JaVale McGee,14:19,5.0,7.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,5.0,10.0,13.0,11/21/2021,Denver Nuggets,13.5
Elfrid Payton,8:10,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,11/21/2021,Denver Nuggets,7.5
Jalen Smith,5:59,1.0,2.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11/21/2021,Denver Nuggets,10.25
Ish Wainright,4:41,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,11/21/2021,Denver Nuggets,5.5
Chandler Hutchison,2:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11/21/2021,Denver Nuggets,2.75
