,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Mikal Bridges,34:46,6.0,9.0,66.7,1.0,2.0,50.0,3.0,3.0,100.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,16.0,14.0,11/08/2021,Sacramento Kings,28.5
Jae Crowder,27:39,2.0,9.0,22.2,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,3.0,5.0,19.0,11/08/2021,Sacramento Kings,19.75
JaVale McGee,25:59,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,2.0,1.0,3.0,6.0,11.0,11/08/2021,Sacramento Kings,26.25
Devin Booker,32:22,8.0,17.0,47.1,2.0,5.0,40.0,0.0,2.0,0.0,1.0,8.0,9.0,6.0,2.0,0.0,5.0,4.0,18.0,22.0,11/08/2021,Sacramento Kings,40.75
Chris Paul,25:50,6.0,12.0,50.0,2.0,3.0,66.7,2.0,2.0,100.0,0.0,3.0,3.0,5.0,3.0,0.0,2.0,1.0,16.0,7.0,11/08/2021,Sacramento Kings,33.25
Frank Kaminsky,21:53,4.0,9.0,44.4,0.0,2.0,0.0,2.0,2.0,100.0,1.0,4.0,5.0,0.0,1.0,1.0,1.0,5.0,10.0,-8.0,11/08/2021,Sacramento Kings,19.75
Cameron Johnson,21:27,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,-13.0,11/08/2021,Sacramento Kings,14.0
Cameron Payne,22:10,9.0,14.0,64.3,4.0,6.0,66.7,2.0,2.0,100.0,0.0,4.0,4.0,3.0,1.0,0.0,4.0,1.0,24.0,-2.0,11/08/2021,Sacramento Kings,35.5
Landry Shamet,15:58,4.0,10.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,-11.0,11/08/2021,Sacramento Kings,10.75
Abdel Nader,11:56,1.0,4.0,25.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,-14.0,11/08/2021,Sacramento Kings,15.0
