,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Mikal Bridges,37:42,6.0,10.0,60.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,5.0,7.0,6.0,1.0,0.0,3.0,4.0,13.0,6.0,10/21/2022,Portland Trail Blazers,31.25
Cameron Johnson,22:31,2.0,9.0,22.2,1.0,6.0,16.7,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,5.0,-5.0,10/21/2022,Portland Trail Blazers,15.25
Deandre Ayton,38:29,12.0,22.0,54.5,1.0,1.0,100.0,1.0,3.0,33.3,1.0,5.0,6.0,3.0,1.0,1.0,4.0,5.0,26.0,1.0,10/21/2022,Portland Trail Blazers,40.5
Devin Booker,43:55,11.0,23.0,47.8,3.0,7.0,42.9,8.0,9.0,88.9,0.0,5.0,5.0,3.0,1.0,0.0,2.0,1.0,33.0,-2.0,10/21/2022,Portland Trail Blazers,46.25
Chris Paul,36:09,5.0,11.0,45.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,5.0,0.0,1.0,4.0,10.0,0.0,10/21/2022,Portland Trail Blazers,42.5
Cameron Payne,16:50,1.0,3.0,33.3,1.0,3.0,33.3,2.0,2.0,100.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,5.0,-2.0,10/21/2022,Portland Trail Blazers,8.5
Torrey Craig,10:30,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,-3.0,10/21/2022,Portland Trail Blazers,7.75
Jock Landale,14:28,2.0,5.0,40.0,1.0,2.0,50.0,1.0,2.0,50.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,4.0,6.0,-3.0,10/21/2022,Portland Trail Blazers,11.0
Damion Lee,30:50,2.0,6.0,33.3,2.0,4.0,50.0,2.0,3.0,66.7,2.0,4.0,6.0,3.0,2.0,0.0,0.0,5.0,8.0,3.0,10/21/2022,Portland Trail Blazers,25.0
Josh Okogie,13:36,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,-5.0,10/21/2022,Portland Trail Blazers,7.75
Bismack Biyombo,0:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/21/2022,Portland Trail Blazers,0.0
