,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Mikal Bridges,32:54,7.0,8.0,87.5,0.0,0.0,0.0,3.0,3.0,100.0,3.0,3.0,6.0,2.0,1.0,2.0,1.0,3.0,17.0,21.0,10/25/2022,Golden State Warriors,33.0
Cameron Johnson,33:23,3.0,11.0,27.3,1.0,6.0,16.7,2.0,4.0,50.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,9.0,26.0,10/25/2022,Golden State Warriors,18.75
Deandre Ayton,25:04,6.0,14.0,42.9,0.0,1.0,0.0,4.0,4.0,100.0,5.0,9.0,14.0,4.0,1.0,0.0,4.0,5.0,16.0,2.0,10/25/2022,Golden State Warriors,39.5
Devin Booker,35:19,10.0,19.0,52.6,3.0,8.0,37.5,11.0,14.0,78.6,1.0,1.0,2.0,7.0,3.0,0.0,3.0,3.0,34.0,32.0,10/25/2022,Golden State Warriors,53.0
Chris Paul,35:13,5.0,10.0,50.0,4.0,5.0,80.0,2.0,2.0,100.0,0.0,7.0,7.0,9.0,1.0,0.0,2.0,4.0,16.0,21.0,10/25/2022,Golden State Warriors,41.25
Torrey Craig,10:29,3.0,4.0,75.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10/25/2022,Golden State Warriors,13.5
Cameron Payne,13:30,3.0,6.0,50.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,4.0,4.0,5.0,0.0,0.0,1.0,1.0,8.0,8.0,10/25/2022,Golden State Warriors,20.0
Jock Landale,22:09,6.0,12.0,50.0,1.0,4.0,25.0,4.0,5.0,80.0,2.0,5.0,7.0,0.0,0.0,2.0,1.0,1.0,17.0,27.0,10/25/2022,Golden State Warriors,29.75
Landry Shamet,15:08,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,8.0,10/25/2022,Golden State Warriors,5.0
Damion Lee,15:20,2.0,5.0,40.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,-5.0,10/25/2022,Golden State Warriors,8.25
Josh Okogie,1:31,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10/25/2022,Golden State Warriors,2.0
