,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Andrew Wiggins,32:57,6.0,12.0,50.0,2.0,5.0,40.0,1.0,3.0,33.3,1.0,2.0,3.0,3.0,0.0,2.0,3.0,3.0,15.0,3.0,11/03/2022,Orlando Magic,26.75
Draymond Green,29:50,4.0,5.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,7.0,1.0,0.0,0.0,6.0,8.0,5.0,11/03/2022,Orlando Magic,26.75
Kevon Looney,29:21,8.0,11.0,72.7,0.0,0.0,0.0,1.0,1.0,100.0,2.0,5.0,7.0,3.0,1.0,0.0,0.0,5.0,17.0,10.0,11/03/2022,Orlando Magic,32.25
Klay Thompson,34:02,10.0,24.0,41.7,7.0,15.0,46.7,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,2.0,27.0,13.0,11/03/2022,Orlando Magic,42.0
Stephen Curry,38:21,13.0,22.0,59.1,8.0,15.0,53.3,5.0,5.0,100.0,1.0,2.0,3.0,9.0,0.0,0.0,5.0,3.0,39.0,4.0,11/03/2022,Orlando Magic,57.75
Jordan Poole,24:20,4.0,12.0,33.3,1.0,5.0,20.0,2.0,3.0,66.7,1.0,1.0,2.0,2.0,0.0,0.0,4.0,2.0,11.0,-10.0,11/03/2022,Orlando Magic,15.0
James Wiseman,9:34,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,2.0,-9.0,11/03/2022,Orlando Magic,9.25
JaMychal Green,16:20,3.0,5.0,60.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,5.0,7.0,-15.0,11/03/2022,Orlando Magic,16.5
Moses Moody,11:29,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,-9.0,11/03/2022,Orlando Magic,5.5
Ty Jerome,13:47,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,11/03/2022,Orlando Magic,6.0
