,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Andrew Wiggins,42:32,12.0,23.0,52.2,0.0,6.0,0.0,2.0,3.0,66.7,1.0,12.0,13.0,2.0,1.0,1.0,0.0,2.0,26.0,12.0,06/13/2022,49.25
Otto Porter Jr.,14:37,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,06/13/2022,6.5
Draymond Green,34:59,3.0,6.0,50.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,6.0,7.0,6.0,1.0,0.0,2.0,6.0,8.0,11.0,06/13/2022,26.75
Klay Thompson,39:38,7.0,14.0,50.0,5.0,11.0,45.5,2.0,2.0,100.0,0.0,3.0,3.0,2.0,2.0,0.0,1.0,4.0,21.0,13.0,06/13/2022,33.75
Stephen Curry,37:08,7.0,22.0,31.8,0.0,9.0,0.0,2.0,3.0,66.7,0.0,4.0,4.0,8.0,2.0,0.0,1.0,2.0,16.0,15.0,06/13/2022,36.5
Kevon Looney,16:45,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,5.0,2.0,12.0,06/13/2022,11.0
Gary Payton II,26:09,6.0,8.0,75.0,1.0,3.0,33.3,2.0,2.0,100.0,1.0,4.0,5.0,0.0,3.0,0.0,0.0,3.0,15.0,16.0,06/13/2022,27.75
Andre Iguodala,3:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-4.0,06/13/2022,3.0
Jordan Poole,14:17,4.0,8.0,50.0,3.0,6.0,50.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,2.0,06/13/2022,15.0
Nemanja Bjelica,4:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.0,06/13/2022,1.25
Damion Lee,1:19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,06/13/2022,0.0
Moses Moody,1:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,06/13/2022,0.0
Jonathan Kuminga,1:19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,06/13/2022,0.0
Juan Toscano-Anderson,1:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-6.0,06/13/2022,0.0
