,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Andrew Wiggins,40:22,7.0,16.0,43.8,1.0,6.0,16.7,3.0,4.0,75.0,1.0,6.0,7.0,2.0,2.0,2.0,3.0,4.0,18.0,-16.0,06/08/2022,36.75
Draymond Green,34:47,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,2.0,6.0,2.0,-13.0,06/08/2022,12.5
Kevon Looney,16:49,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,3.0,0.0,0.0,3.0,3.0,6.0,-7.0,06/08/2022,17.75
Klay Thompson,39:02,7.0,17.0,41.2,5.0,13.0,38.5,6.0,6.0,100.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,25.0,-3.0,06/08/2022,39.75
Stephen Curry,37:08,12.0,22.0,54.5,6.0,11.0,54.5,1.0,1.0,100.0,0.0,4.0,4.0,2.0,2.0,0.0,3.0,4.0,31.0,-14.0,06/08/2022,44.5
Gary Payton II,11:25,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,-13.0,06/08/2022,6.75
Otto Porter Jr.,21:07,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,6.0,4.0,06/08/2022,15.75
Jordan Poole,24:28,4.0,8.0,50.0,1.0,4.0,25.0,1.0,2.0,50.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,2.0,10.0,-6.0,06/08/2022,17.25
Andre Iguodala,2:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,06/08/2022,0.0
Nemanja Bjelica,3:27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,06/08/2022,1.5
Moses Moody,2:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,06/08/2022,2.0
Jonathan Kuminga,2:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,06/08/2022,1.25
Damion Lee,2:19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,06/08/2022,0.0
Juan Toscano-Anderson,2:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,06/08/2022,-0.5
