,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Andrew Wiggins,40:03,7.0,16.0,43.8,0.0,7.0,0.0,4.0,4.0,100.0,3.0,7.0,10.0,2.0,1.0,0.0,1.0,1.0,18.0,9.0,05/26/2022,35.0
Draymond Green,31:24,6.0,7.0,85.7,1.0,1.0,100.0,4.0,4.0,100.0,1.0,5.0,6.0,9.0,0.0,1.0,3.0,5.0,17.0,11.0,05/26/2022,39.0
Kevon Looney,30:43,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,18.0,4.0,0.0,0.0,0.0,1.0,10.0,11.0,05/26/2022,38.5
Klay Thompson,37:20,12.0,25.0,48.0,8.0,16.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,32.0,18.0,05/26/2022,44.5
Stephen Curry,34:49,5.0,17.0,29.4,2.0,7.0,28.6,3.0,3.0,100.0,0.0,3.0,3.0,9.0,3.0,1.0,2.0,2.0,15.0,11.0,05/26/2022,40.25
Jordan Poole,28:25,6.0,8.0,75.0,1.0,3.0,33.3,3.0,3.0,100.0,0.0,6.0,6.0,6.0,1.0,0.0,3.0,3.0,16.0,-6.0,05/26/2022,33.5
Nemanja Bjelica,21:41,2.0,4.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,4.0,6.0,3.0,0.0,0.0,0.0,3.0,5.0,4.0,05/26/2022,17.5
Juan Toscano-Anderson,1:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,05/26/2022,0.0
Moses Moody,10:37,2.0,3.0,66.7,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,4.0,05/26/2022,9.5
Jonathan Kuminga,1:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,05/26/2022,0.0
Damion Lee,1:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,05/26/2022,0.0
