,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Andrew Wiggins,22:54,5.0,9.0,55.6,3.0,4.0,75.0,2.0,4.0,50.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,5.0,15.0,1.0,10/09/2022,Los Angeles Lakers,19.75
Jonathan Kuminga,25:39,3.0,6.0,50.0,0.0,1.0,0.0,6.0,6.0,100.0,3.0,5.0,8.0,2.0,0.0,0.0,4.0,3.0,12.0,-9.0,10/09/2022,Los Angeles Lakers,23.0
Kevon Looney,21:19,3.0,4.0,75.0,0.0,0.0,0.0,1.0,3.0,33.3,2.0,4.0,6.0,2.0,1.0,2.0,3.0,3.0,7.0,1.0,10/09/2022,Los Angeles Lakers,22.0
Jordan Poole,23:27,10.0,19.0,52.6,3.0,9.0,33.3,2.0,2.0,100.0,2.0,2.0,4.0,6.0,2.0,1.0,0.0,1.0,25.0,2.0,10/09/2022,Los Angeles Lakers,46.5
Stephen Curry,24:42,9.0,18.0,50.0,2.0,8.0,25.0,4.0,4.0,100.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,1.0,24.0,6.0,10/09/2022,Los Angeles Lakers,34.5
Moses Moody,17:18,2.0,6.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,-4.0,10/09/2022,Los Angeles Lakers,9.0
JaMychal Green,16:11,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,0.0,0.0,1.0,0.0,10.0,10/09/2022,Los Angeles Lakers,15.25
James Wiseman,18:29,5.0,7.0,71.4,0.0,1.0,0.0,3.0,8.0,37.5,1.0,5.0,6.0,1.0,0.0,0.0,3.0,1.0,13.0,0.0,10/09/2022,Los Angeles Lakers,20.5
Anthony Lamb,19:12,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,-2.0,10/09/2022,Los Angeles Lakers,7.25
Donte DiVincenzo,18:37,1.0,5.0,20.0,1.0,3.0,33.3,5.0,5.0,100.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,8.0,-8.0,10/09/2022,Los Angeles Lakers,15.75
Pat Spencer,9:16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-11.0,10/09/2022,Los Angeles Lakers,3.25
Quinndary Weatherspoon,10:08,1.0,2.0,50.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,10/09/2022,Los Angeles Lakers,5.75
Patrick Baldwin Jr.,6:36,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,-2.0,10/09/2022,Los Angeles Lakers,8.25
Ty Jerome,6:12,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,-1.0,10/09/2022,Los Angeles Lakers,2.5
