,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Andrew Wiggins,30:30,4.0,12.0,33.3,2.0,3.0,66.7,1.0,2.0,50.0,3.0,3.0,6.0,2.0,0.0,0.0,2.0,2.0,11.0,19.0,06/05/2022,Boston Celtics,21.5
Draymond Green,34:53,2.0,3.0,66.7,0.0,1.0,0.0,5.0,7.0,71.4,0.0,5.0,5.0,7.0,1.0,1.0,1.0,3.0,9.0,7.0,06/05/2022,Boston Celtics,29.25
Kevon Looney,21:22,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,2.0,3.0,1.0,0.0,2.0,12.0,24.0,06/05/2022,Boston Celtics,31.75
Klay Thompson,30:27,4.0,19.0,21.1,1.0,8.0,12.5,2.0,2.0,100.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,11.0,0.0,06/05/2022,Boston Celtics,19.75
Stephen Curry,32:11,9.0,21.0,42.9,5.0,12.0,41.7,6.0,7.0,85.7,0.0,6.0,6.0,4.0,3.0,0.0,2.0,2.0,29.0,24.0,06/05/2022,Boston Celtics,50.0
Jordan Poole,22:38,6.0,14.0,42.9,5.0,9.0,55.6,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,1.0,17.0,7.0,06/05/2022,Boston Celtics,29.0
Gary Payton II,25:19,3.0,3.0,100.0,1.0,1.0,100.0,0.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,7.0,15.0,06/05/2022,Boston Celtics,15.75
Otto Porter Jr.,14:52,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,24.0,06/05/2022,Boston Celtics,14.75
Nemanja Bjelica,10:36,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,3.0,6.0,-7.0,06/05/2022,Boston Celtics,13.75
Moses Moody,6:27,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,06/05/2022,Boston Celtics,2.0
Juan Toscano-Anderson,3:35,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,-5.0,06/05/2022,Boston Celtics,5.0
Damion Lee,3:35,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,06/05/2022,Boston Celtics,0.0
Jonathan Kuminga,3:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,06/05/2022,Boston Celtics,0.0
