,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Andrew Wiggins,16:15,1.0,8.0,12.5,1.0,4.0,25.0,2.0,2.0,100.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,5.0,-2.0,09/30/2022,Washington Wizards,16.5
Draymond Green,13:05,1.0,2.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,8.0,8.0,2.0,0.0,0.0,1.0,0.0,4.0,-2.0,09/30/2022,Washington Wizards,16.5
Kevon Looney,15:57,2.0,7.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,1.0,0.0,0.0,1.0,3.0,4.0,-2.0,09/30/2022,Washington Wizards,13.75
Jordan Poole,19:10,1.0,10.0,10.0,0.0,4.0,0.0,3.0,4.0,75.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,09/30/2022,Washington Wizards,16.25
Stephen Curry,13:05,1.0,7.0,14.3,1.0,4.0,25.0,3.0,3.0,100.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,6.0,-2.0,09/30/2022,Washington Wizards,11.25
Moses Moody,25:18,2.0,6.0,33.3,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,5.0,7.0,09/30/2022,Washington Wizards,11.75
Donte DiVincenzo,17:06,3.0,4.0,75.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,9.0,9.0,09/30/2022,Washington Wizards,21.75
JaMychal Green,16:05,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,09/30/2022,Washington Wizards,7.75
James Wiseman,23:50,8.0,11.0,72.7,0.0,0.0,0.0,4.0,6.0,66.7,2.0,7.0,9.0,1.0,0.0,1.0,2.0,3.0,20.0,15.0,09/30/2022,Washington Wizards,33.75
Jonathan Kuminga,25:51,1.0,4.0,25.0,0.0,1.0,0.0,4.0,6.0,66.7,0.0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,6.0,13.0,09/30/2022,Washington Wizards,9.75
Ryan Rollins,11:29,1.0,6.0,16.7,0.0,0.0,0.0,6.0,6.0,100.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,8.0,1.0,09/30/2022,Washington Wizards,14.0
Patrick Baldwin Jr.,8:13,2.0,4.0,50.0,1.0,3.0,33.3,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,-4.0,09/30/2022,Washington Wizards,8.75
Quinndary Weatherspoon,11:51,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,6.0,-1.0,09/30/2022,Washington Wizards,10.75
Lester Quinones,8:03,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,-2.0,09/30/2022,Washington Wizards,7.5
Jerome Robinson,12:00,1.0,1.0,100.0,1.0,1.0,100.0,2.0,4.0,50.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,4.0,09/30/2022,Washington Wizards,9.75
Trevion Williams,2:42,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,-2.0,09/30/2022,Washington Wizards,3.75
