IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 5 ,6,4,3,1,3,2,4.24,24,90,56,36,11,9,7,12,7,0,43,,,-0.194, 0.61,-0.11%, 0.59, -1.4,79° F, Wind 9mph from Left to Right, Sunny, No Precipitation.
 1 ,0,0,0,0,2,0,3.18,3,14,10,4,4,2,1,0,0,0,,0,0,0.017, 0.21, 0.01%, 0.21, 0.5,79° F, Wind 9mph from Left to Right, Sunny, No Precipitation.
 2 ,0,0,0,1,3,0,5.40,7,32,20,7,3,10,0,3,2,0,,0,0,0.022, 0.15, 0.01%, 0.14, 1.1,79° F, Wind 9mph from Left to Right, Sunny, No Precipitation.
 1 ,3,3,3,1,1,1,5.52,7,31,19,10,2,7,4,1,0,0,,0,0,-0.014, 0.05,-0.01%, 0.05, -2.5,79° F, Wind 9mph from Left to Right, Sunny, No Precipitation.
