,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Triston McKenzie, W (7-6)", 8 ,5,0,0,0,12,0,3.20,29,109,78,42,18,18,4,13,6,0,84,,,0.399, 0.84, 0.18%, 0.65, 4.2,75° F, Wind 6mph in from Centerfield, Sunny, No Precipitation.
Emmanuel Clase, 1 ,0,0,0,0,0,0,1.41,3,11,7,5,0,2,2,1,0,0,,0,0,0.016, 0.20, 0.01%, 0.15, 0.5,75° F, Wind 6mph in from Centerfield, Sunny, No Precipitation.
