,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
Cal Quantrill, 5.1,8,6,5,2,4,2,3.97,25,95,63,39,7,17,8,11,4,0,32,,,-0.371, 1.11,-0.22%, 1.10, -2.9,72° F, Wind 9mph in from Rightfield, Cloudy, No Precipitation.
Sam Hentges, 1.1,0,0,0,0,0,0,3.82,4,11,9,6,0,3,3,1,0,0,,0,0,0.068, 0.65, 0.04%, 0.64, 0.8,72° F, Wind 9mph in from Rightfield, Cloudy, No Precipitation.
"Enyel De Los Santos, W (2-0)", 1.1,1,0,0,0,1,0,2.87,5,16,12,6,1,5,2,2,1,0,,0,0,0.126, 1.19, 0.07%, 1.17, 0.7,72° F, Wind 9mph in from Rightfield, Cloudy, No Precipitation.
"Emmanuel Clase, S (21)", 1 ,0,0,0,0,1,0,1.31,3,15,10,4,5,1,0,2,1,0,,0,0,0.223, 2.82, 0.13%, 2.78, 0.6,72° F, Wind 9mph in from Rightfield, Cloudy, No Precipitation.
