,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Terance Mann,27:57,5.0,9.0,55.6,3.0,6.0,50.0,1.0,2.0,50.0,3.0,2.0,5.0,3.0,0.0,0.0,1.0,2.0,14.0,14.0,01/08/2024,Phoenix Suns,25.75,PHX @ LAC
Kawhi Leonard,32:27,8.0,15.0,53.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,1.0,3.0,1.0,17.0,11.0,01/08/2024,Phoenix Suns,34.75,PHX @ LAC
Ivica Zubac,27:40,8.0,9.0,88.9,0.0,0.0,0.0,3.0,6.0,50.0,2.0,6.0,8.0,3.0,1.0,1.0,0.0,3.0,19.0,14.0,01/08/2024,Phoenix Suns,37.5,PHX @ LAC
Paul George,31:20,10.0,19.0,52.6,4.0,9.0,44.4,1.0,2.0,50.0,1.0,6.0,7.0,0.0,1.0,0.0,1.0,2.0,25.0,21.0,01/08/2024,Phoenix Suns,37.25,PHX @ LAC
James Harden,29:36,6.0,8.0,75.0,3.0,4.0,75.0,4.0,4.0,100.0,0.0,7.0,7.0,10.0,0.0,0.0,3.0,1.0,19.0,25.0,01/08/2024,Phoenix Suns,42.75,PHX @ LAC
Russell Westbrook,14:59,3.0,6.0,50.0,0.0,1.0,0.0,3.0,3.0,100.0,2.0,0.0,2.0,7.0,2.0,0.0,1.0,2.0,9.0,-3.0,01/08/2024,Phoenix Suns,25.5,PHX @ LAC
Amir Coffey,23:29,4.0,5.0,80.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,9.0,12.0,01/08/2024,Phoenix Suns,12.0,PHX @ LAC
Norman Powell,24:33,4.0,6.0,66.7,2.0,3.0,66.7,4.0,4.0,100.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,14.0,20.0,01/08/2024,Phoenix Suns,22.25,PHX @ LAC
Daniel Theis,14:05,3.0,6.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,6.0,15.0,01/08/2024,Phoenix Suns,17.75,PHX @ LAC
Mason Plumlee,4:38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,01/08/2024,Phoenix Suns,8.0,PHX @ LAC
Brandon Boston Jr.,4:38,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,01/08/2024,Phoenix Suns,5.0,PHX @ LAC
Kobe Brown,4:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,01/08/2024,Phoenix Suns,2.0,PHX @ LAC
